交易日,合约,排名,成交量排名,,,持买单量排名,,,持卖单量排名,,
,,,会员简称,成交量,比上一交易日增减,会员简称,持买单量,比上一交易日增减,会员简称,持卖单量,比上一交易日增减
20260508,IH2605,1,中信期货(代客),3179,-149,国泰君安(代客),2011,-182,中信期货(代客),2209,-139
20260508,IH2605,2,国泰君安(代客),2401,179,中信期货(代客),1844,-6,国泰君安(代客),1926,-363
20260508,IH2605,3,东证期货(代客),1693,303,光大期货(代客),1182,54,申银万国(代客),790,-141
20260508,IH2605,4,海通期货(代客),1484,315,海通期货(代客),852,-8,海通期货(代客),780,104
20260508,IH2605,5,光大期货(代客),970,314,东证期货(代客),808,289,东证期货(代客),666,134
20260508,IH2605,6,国信期货(代客),834,77,国信期货(代客),543,79,中银期货(代客),662,0
20260508,IH2605,7,中泰期货(代客),602,27,华泰期货(代客),468,-73,中金期货(代客),545,0
20260508,IH2605,8,华闻期货(代客),558,98,银河期货(代客),333,-19,光大期货(代客),528,60
20260508,IH2605,9,广发期货(代客),491,-13,中金财富(代客),293,-59,银河期货(代客),522,-57
20260508,IH2605,10,永安期货(代客),330,198,中泰期货(代客),253,86,国信期货(代客),420,53
20260508,IH2605,11,申银万国(代客),301,196,广发期货(代客),248,-52,中泰期货(代客),299,90
20260508,IH2605,12,华泰期货(代客),280,13,华闻期货(代客),225,28,永安期货(代客),208,39
20260508,IH2605,13,银河期货(代客),270,-322,兴证期货(代客),218,6,华闻期货(代客),193,24
20260508,IH2605,14,中信建投(代客),249,47,永安期货(代客),215,-185,广发期货(代客),186,-75
20260508,IH2605,15,招商期货(代客),246,105,国投期货(代客),184,-37,宏源期货(代客),138,16
20260508,IH2605,16,五矿期货(代客),227,-17,宏源期货(代客),150,-45,招商期货(代客),134,-119
20260508,IH2605,17,金瑞期货(代客),225,123,申银万国(代客),140,-14,中信建投(代客),127,-90
20260508,IH2605,18,平安期货(代客),215,94,瑞达期货(代客),132,34,兴证期货(代客),110,19
20260508,IH2605,19,兴证期货(代客),203,-44,南华期货(代客),128,-13,国投期货(代客),104,39
20260508,IH2605,20,瑞达期货(代客),201,-27,中信建投(代客),122,-19,平安期货(代客),103,-112
20260508,IH2606,1,中信期货(代客),9455,1187,国泰君安(代客),6649,138,中信期货(代客),8655,135
20260508,IH2606,2,国泰君安(代客),9066,2054,中信期货(代客),6649,-18,国泰君安(代客),7988,-284
20260508,IH2606,3,东证期货(代客),3669,314,海通期货(代客),3071,225,广发期货(代客),6975,-54
20260508,IH2606,4,海通期货(代客),2784,131,东证期货(代客),2892,386,海通期货(代客),4711,57
20260508,IH2606,5,国信期货(代客),2024,411,永安期货(代客),2394,-10,东证期货(代客),3677,255
20260508,IH2606,6,银河期货(代客),1825,464,银河期货(代客),2114,61,银河期货(代客),3307,114
20260508,IH2606,7,中泰期货(代客),1740,615,国投期货(代客),1994,187,光大期货(代客),3005,-248
20260508,IH2606,8,光大期货(代客),1602,485,光大期货(代客),1737,354,瑞银期货(代客),2374,12
20260508,IH2606,9,华泰期货(代客),1357,309,中信建投(代客),1559,103,华泰期货(代客),2131,-49
20260508,IH2606,10,中信建投(代客),1177,158,南华期货(代客),1518,-167,中信建投(代客),2125,6
20260508,IH2606,11,华闻期货(代客),1097,51,国贸期货(代客),1489,32,国信期货(代客),1002,-117
20260508,IH2606,12,南华期货(代客),1027,464,兴证期货(代客),1429,70,国投期货(代客),947,96
20260508,IH2606,13,广发期货(代客),981,356,国信期货(代客),1422,-75,宏源期货(代客),826,-89
20260508,IH2606,14,永安期货(代客),850,451,华泰期货(代客),1327,-100,招商期货(代客),734,60
20260508,IH2606,15,兴证期货(代客),847,494,广发期货(代客),1188,-107,永安期货(代客),673,336
20260508,IH2606,16,五矿期货(代客),842,94,中泰期货(代客),1170,-374,兴证期货(代客),602,353
20260508,IH2606,17,平安期货(代客),819,385,浙商期货(代客),1006,6,中银期货(代客),525,35
20260508,IH2606,18,国投期货(代客),795,239,招商期货(代客),998,3,南华期货(代客),432,156
20260508,IH2606,19,宏源期货(代客),779,374,宏源期货(代客),964,132,华闻期货(代客),427,-14
20260508,IH2606,20,东方财富(代客),747,240,中金财富(代客),941,-261,中泰期货(代客),409,-208
20260508,IH2609,1,中信期货(代客),1905,295,国泰君安(代客),3277,-124,中信期货(代客),9760,-49
20260508,IH2609,2,海通期货(代客),1708,88,海通期货(代客),2258,216,光大期货(代客),6521,131
20260508,IH2609,3,国泰君安(代客),1498,22,中信期货(代客),1803,-64,海通期货(代客),2306,8
20260508,IH2609,4,东证期货(代客),1361,175,永安期货(代客),1169,11,广发期货(代客),1500,74
20260508,IH2609,5,国信期货(代客),842,180,东证期货(代客),1152,238,东证期货(代客),1349,199
20260508,IH2609,6,中泰期货(代客),420,136,银河期货(代客),1094,143,国信期货(代客),1186,65
20260508,IH2609,7,光大期货(代客),378,291,宝城期货(代客),1030,128,宏源期货(代客),1160,29
20260508,IH2609,8,银河期货(代客),308,87,平安期货(代客),962,-68,国泰君安(代客),1152,-10
20260508,IH2609,9,广发期货(代客),302,80,光大期货(代客),890,153,招商期货(代客),808,63
20260508,IH2609,10,平安期货(代客),277,42,五矿期货(代客),797,-6,申银万国(代客),793,24
20260508,IH2609,11,华闻期货(代客),253,17,招商期货(代客),700,63,银河期货(代客),515,21
20260508,IH2609,12,宝城期货(代客),238,153,国投期货(代客),697,3,中金期货(代客),481,0
20260508,IH2609,13,招商期货(代客),218,11,中金财富(代客),661,-2,华泰期货(代客),480,0
20260508,IH2609,14,中信建投(代客),217,-383,融达期货(代客),638,10,方正中期(代客),322,0
20260508,IH2609,15,中金财富(代客),213,151,国信期货(代客),625,51,中信建投(代客),277,8
20260508,IH2609,16,正信期货(代客),204,190,建信期货(代客),607,8,瑞银期货(代客),273,17
20260508,IH2609,17,华泰期货(代客),186,49,中信建投(代客),597,27,国投期货(代客),263,8
20260508,IH2609,18,永安期货(代客),177,67,南华期货(代客),587,-2,浙商期货(代客),196,25
20260508,IH2609,19,金瑞期货(代客),156,-23,申银万国(代客),551,30,正信期货(代客),175,174
20260508,IH2609,20,东方财富(代客),140,8,广发期货(代客),525,-30,中泰期货(代客),172,36
