block,mkt,code,name,last_date,close,pct_chg,chg5,chg10,chg20,trend,ma5,ma10,ma20,ma60,vs_ma20,vs_ma60,ma20_slope,dif,dea,macd_bar,macd_cross5,bar_seq5,dif_above0,rsi6,rsi14,kdj_k,kdj_d,kdj_j,boll_pos,boll_up,boll_lo,vol_ratio,vol5_vs20,turnover,hi20,lo20,sup20,res20,hi60,lo60,from_hi60,range_pos60,limitups_20,pv_diverge,shrink_pullback,stale,ex_gaps_recent,error
AI硬件,SH,603186,华正新材,20260923,227.7,0.53,-10.4,7.4,29.9,震荡,228.54,232.27,208.25,172.71,9.3,31.8,7.5,17.753,17.547,0.413,,"10.389,7.038,4.894,2.316,0.413",True,55.0,61.1,48.8,61.1,24.1,68.0,261.14,155.36,0.63,0.87,8.66,264.0,167.5,167.5,264.0,264.0,97.8,-13.8,78.0,3,False,False,False,,
AI硬件,SZ,301511,德福科技,20260923,112.68,1.42,0.8,6.6,40.2,强多头,110.36,109.98,102.05,96.23,10.4,17.1,6.7,5.544,4.615,1.858,,"3.664,3.168,2.637,2.152,1.858",True,69.7,62.2,63.6,67.2,56.4,79.0,120.67,83.43,0.68,0.8,6.1,118.51,79.86,79.86,118.51,161.97,62.4,-30.4,50.0,0,True,False,False,20240520:-28.8%,
AI硬件,SH,688361,中科飞测,20260923,381.32,0.65,12.8,23.3,5.3,多头,378.44,345.75,340.3,350.52,12.1,8.8,2.0,8.492,0.267,16.45,金叉(5日前),"4.032,11.388,15.588,16.433,16.450",True,74.9,61.5,81.0,71.5,100.1,83.0,401.9,278.7,0.7,1.25,1.56,397.89,289.57,289.57,397.89,455.0,289.57,-16.2,55.0,0,False,False,False,,
AI硬件,SH,688300,联瑞新材,20260923,183.1,3.32,-1.9,0.7,18.0,多头,177.32,179.08,178.49,159.32,2.6,14.9,4.6,5.449,6.023,-1.149,死叉(5日前),"-0.039,-0.746,-1.528,-1.744,-1.149",True,60.4,56.6,57.5,54.3,64.0,66.0,192.81,164.17,0.72,0.74,4.57,202.88,158.0,158.0,202.88,224.0,98.78,-18.3,67.0,1,False,False,False,20250529:-23.1%;20230615:-33.8%;20221108:-31.2%,
AI硬件,SH,600176,中国巨石,20260923,45.62,0.33,-3.7,6.9,15.5,震荡,45.83,45.7,44.13,44.96,3.4,1.5,3.1,0.843,0.585,0.517,,"1.408,1.060,0.889,0.676,0.517",True,55.0,54.5,46.3,53.9,31.1,69.0,48.03,40.22,0.6,1.16,3.7,51.68,39.78,39.78,51.68,74.6,33.72,-38.8,29.0,0,False,False,False,20210521:-11.9%;20180517:-18.0%;20170516:-19.4%,
AI硬件,SH,688183,生益电子,20260923,119.0,0.69,-4.2,-7.4,11.8,震荡,119.92,122.47,124.2,114.44,-4.2,4.0,3.2,1.525,2.771,-2.492,,"-1.085,-1.536,-1.848,-2.348,-2.492",True,38.5,49.0,19.0,28.1,0.9,17.0,132.17,116.22,0.76,0.85,1.86,138.47,109.1,109.1,138.47,138.47,81.5,-14.1,66.0,0,False,False,False,,
AI硬件,SZ,002428,云南锗业,20260923,94.39,-0.37,-0.2,3.2,1.0,震荡,93.81,92.26,93.18,91.33,1.3,3.3,-1.0,-0.065,-0.308,0.486,金叉(3日前),"-0.560,-0.208,0.030,0.345,0.486",False,58.9,52.0,68.7,61.8,82.4,58.0,100.65,85.72,0.78,1.06,6.17,105.55,85.08,85.08,105.55,114.5,60.8,-17.6,63.0,0,False,False,False,20130513:-49.4%;20120424:-51.4%;20110527:-24.3%,
AI硬件,SZ,301217,铜冠铜箔,20260923,119.23,4.09,4.1,11.2,10.6,多头,114.09,112.3,111.22,113.31,7.2,5.2,0.6,0.677,-0.382,2.119,,"1.180,1.365,1.203,1.437,2.119",True,71.7,57.6,78.2,68.2,98.1,89.0,121.61,100.84,1.32,1.01,5.15,123.97,99.66,99.66,123.97,167.67,77.28,-28.9,46.0,0,False,False,False,,
AI硬件,SZ,301377,鼎泰高科,20260923,392.36,-1.42,-4.0,0.1,-0.6,空头,399.66,397.62,397.47,418.25,-1.3,-6.2,-0.1,-4.318,-5.722,2.808,,"3.851,5.166,4.697,4.040,2.808",False,42.1,46.0,53.5,57.5,45.6,38.0,418.66,376.28,1.07,1.05,2.95,425.0,372.24,372.24,425.0,566.76,323.59,-30.8,28.0,0,False,False,False,,
AI硬件,SZ,300308,中际旭创,20260923,922.5,-0.56,1.6,1.5,8.4,震荡,922.73,907.46,883.47,962.09,4.4,-4.1,1.1,-0.303,-11.219,21.831,,"19.307,22.146,24.991,24.078,21.831",False,57.2,52.1,64.0,66.4,59.3,76.0,959.61,807.32,0.59,0.89,1.33,974.99,804.02,804.02,974.99,1218.0,793.03,-24.3,30.0,0,False,False,False,20240606:-26.1%;20190604:-27.7%;20141008:-44.2%,
AI硬件,SZ,300502,新易盛,20260923,451.2,-0.84,6.5,8.8,13.1,多头,446.45,428.88,415.37,447.67,8.6,0.8,2.0,4.949,-2.69,15.279,,"8.862,11.960,14.926,15.902,15.279",True,69.5,57.9,73.2,69.7,80.2,91.0,458.87,371.87,0.66,0.99,1.81,475.0,378.56,378.56,475.0,579.42,347.0,-22.1,45.0,0,False,False,False,20260611:-28.5%;20250528:-27.7%;20230608:-30.5%,
AI硬件,SH,688825,长鑫科技,,,,,,,数据不足,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient(43)
AI硬件,SH,601869,长飞光纤,20260923,457.89,0.28,-0.7,3.6,18.0,震荡,459.1,458.79,434.76,387.85,5.3,18.1,5.0,22.247,21.75,0.995,,"10.668,7.492,5.243,2.865,0.995",True,59.8,60.7,62.1,70.0,46.5,71.0,490.32,379.19,0.76,0.9,2.58,483.8,374.5,374.5,483.8,495.5,255.55,-7.6,84.0,1,False,False,False,,
AI硬件,SH,688195,腾景科技,20260923,194.4,-0.18,3.5,-4.3,13.7,多头,193.25,191.19,192.38,160.57,1.0,21.1,3.0,6.761,8.281,-3.04,,"-4.938,-3.477,-3.749,-3.294,-3.040",True,54.4,55.9,49.5,42.4,63.8,56.0,209.02,175.75,0.62,0.85,4.27,215.5,169.0,169.0,215.5,215.5,98.68,-9.8,82.0,0,False,False,False,20260529:-29.0%,
AI硬件,SZ,300684,中石科技,20260923,119.5,6.93,27.4,42.8,36.7,强多头,104.54,95.93,93.69,72.41,27.5,65.0,5.1,8.512,6.751,3.523,金叉(2日前),"-2.006,-1.114,-0.368,1.537,3.523",True,87.5,74.2,78.4,66.1,103.1,121.0,111.86,75.53,1.35,0.89,16.48,126.99,78.5,78.5,126.99,126.99,41.26,-5.9,91.0,0,True,False,False,20190603:-36.8%;20180907:-44.0%,
AI硬件,SZ,301591,肯特股份,20260923,45.61,1.58,-0.1,-2.5,8.6,多头,44.93,44.79,47.68,37.47,-4.3,21.7,3.9,1.465,2.139,-1.347,,"-1.889,-1.854,-1.583,-1.517,-1.347",True,52.3,54.1,53.0,43.1,72.9,37.0,55.84,39.51,0.69,0.61,21.98,60.48,41.0,41.0,60.48,60.48,23.02,-24.6,60.0,1,False,False,False,,
AI硬件,SH,688800,瑞可达,20260923,66.88,-2.59,-3.9,-1.2,9.6,震荡,68.67,68.09,65.89,64.22,1.5,4.1,2.5,1.585,1.332,0.506,,"1.291,1.262,1.230,0.970,0.506",True,46.3,52.3,55.2,64.9,35.9,57.0,72.6,59.19,0.71,0.74,2.75,71.59,57.51,57.51,71.59,90.16,46.48,-25.8,47.0,0,True,False,False,20260617:-29.4%;20250530:-23.5%;20230519:-29.2%,
AI硬件,SH,688668,鼎通科技,20260923,244.89,-3.59,-6.9,-7.1,0.5,震荡,259.03,255.63,258.46,259.7,-5.2,-5.7,1.1,-0.241,0.214,-0.91,死叉(1日前),"0.619,2.195,2.631,1.212,-0.910",False,35.0,44.8,48.1,54.4,35.5,8.0,274.55,242.37,1.08,0.96,3.44,276.62,235.33,235.33,276.62,366.18,171.21,-33.1,38.0,0,False,False,False,20240527:-28.0%,
AI硬件,SZ,002851,麦格米特,20260923,122.85,-0.12,1.0,-3.3,-0.2,震荡,123.73,123.19,124.75,128.94,-1.5,-4.7,0.3,-0.86,-0.907,0.095,金叉(4日前),"-0.722,0.017,0.242,0.158,0.095",False,46.8,48.2,47.2,41.8,57.9,37.0,132.27,117.23,0.63,0.82,3.58,139.6,116.16,116.16,139.6,176.53,96.77,-30.4,33.0,0,False,False,False,20190523:-34.5%;20180522:-33.6%,
AI硬件,SZ,002536,飞龙股份,20260923,52.27,0.23,-4.0,-8.0,6.0,震荡,53.05,53.33,55.04,48.88,-5.0,6.9,2.4,1.179,1.96,-1.563,,"-1.301,-1.350,-1.333,-1.508,-1.563",True,37.3,50.1,28.2,30.7,23.0,24.0,60.45,49.62,0.44,0.71,4.62,63.97,50.0,50.0,63.97,63.97,30.91,-18.3,65.0,2,False,False,False,20190620:-39.6%;20160329:-66.4%,
AI硬件,SZ,300757,罗博特科,20260923,597.98,-1.3,-2.4,-6.9,13.1,震荡,610.64,614.82,601.47,515.19,-0.6,16.1,4.6,23.528,28.641,-10.226,死叉(5日前),"-2.610,-3.528,-4.468,-7.287,-10.226",True,40.9,54.5,28.0,39.3,5.5,47.0,661.79,541.16,0.83,0.8,3.01,660.0,531.0,531.0,660.0,660.0,353.49,-9.4,80.0,0,False,False,False,20240613:-29.3%,
AI硬件,SH,688627,精智达,20260923,475.0,-0.6,-2.7,0.2,3.3,震荡,486.48,474.23,480.19,495.66,-1.1,-4.2,0.9,-0.678,-2.233,3.109,金叉(5日前),"1.393,5.355,5.971,4.555,3.109",False,47.0,49.0,57.6,57.4,58.1,44.0,520.91,439.48,0.39,0.78,1.83,533.91,433.51,433.51,533.91,675.0,368.01,-29.6,35.0,0,False,False,False,,
AI硬件,SH,600378,昊华科技,20260923,46.8,-0.57,-3.4,-1.0,6.2,震荡,47.36,47.14,48.06,49.38,-2.6,-5.2,1.4,-0.227,-0.247,0.041,,"0.027,0.145,0.185,0.118,0.041",False,44.9,48.0,63.0,59.3,70.3,35.0,52.2,43.92,0.43,0.7,2.62,54.65,43.45,43.45,54.65,88.1,37.5,-46.9,18.0,2,False,True,False,20061109:-44.9%;20020516:-24.2%;20010427:-24.1%,
AI硬件,SZ,002886,沃特股份,20260923,27.14,3.51,0.9,4.3,24.4,多头,26.58,26.31,26.59,22.35,2.1,21.5,5.7,1.093,1.225,-0.264,,"-0.250,-0.285,-0.246,-0.326,-0.264",True,59.7,58.1,68.4,60.5,84.3,59.0,29.57,23.62,0.98,0.75,21.05,30.84,22.11,22.11,30.84,30.84,15.5,-12.0,76.0,4,False,False,False,20210513:-42.7%;20180613:-35.0%,
AI硬件,SZ,002384,东山精密,20260923,193.0,-2.58,0.5,-1.6,-0.7,震荡,195.16,192.39,191.06,204.05,1.0,-5.4,-0.0,-1.036,-2.433,2.794,,"1.909,2.616,2.842,3.289,2.794",False,50.2,49.2,54.5,57.1,49.3,58.0,203.62,178.49,0.83,1.05,3.5,208.5,176.75,176.75,208.5,280.08,161.8,-31.1,26.0,0,False,False,False,20180828:-33.0%;20140617:-49.4%;20120606:-49.8%,
AI硬件,SH,688256,寒武纪,20260923,1103.08,-1.6,-2.9,4.6,8.1,震荡,1111.2,1089.16,1084.69,1161.58,1.7,-5.0,2.4,-1.005,-10.92,19.831,,"21.859,23.107,22.979,23.042,19.831",False,53.8,50.9,70.2,66.5,77.6,65.0,1145.95,1023.42,0.59,0.93,0.85,1154.79,998.88,998.88,1154.79,1569.97,950.0,-29.7,25.0,0,False,False,False,20260508:-34.8%,
AI硬件,SZ,002975,博杰股份,20260923,110.57,2.86,4.9,9.5,9.6,强多头,107.03,103.55,102.86,99.69,7.5,10.9,1.1,2.009,1.105,1.81,金叉(5日前),"0.436,0.702,1.163,1.374,1.810",True,73.9,58.9,77.7,68.2,96.9,96.0,111.15,94.57,0.92,0.84,8.96,113.02,92.8,92.8,113.02,131.4,69.34,-15.9,66.0,1,True,False,False,20260511:-19.4%;20200707:-49.8%,
AI硬件,SZ,002837,英维克,20260923,61.25,-0.44,-1.3,-1.9,-1.3,震荡,62.01,61.35,63.33,60.97,-3.3,0.5,2.1,0.349,0.6,-0.503,,"-0.722,-0.444,-0.395,-0.447,-0.503",True,43.7,49.3,51.6,44.9,65.0,29.0,68.34,58.33,0.38,0.62,1.75,70.62,58.68,58.68,70.62,78.5,45.82,-22.0,47.0,0,False,False,False,20260601:-24.7%;20250530:-23.8%;20240527:-23.7%,
AI硬件,SZ,300499,高澜股份,20260923,36.02,-0.77,-5.7,-2.2,20.7,震荡,37.07,36.95,35.14,31.89,2.5,13.0,6.1,1.693,1.737,-0.09,死叉(1日前),"1.018,0.817,0.530,0.197,-0.090",True,46.0,56.2,57.2,67.9,35.7,60.0,39.77,30.5,0.53,0.79,7.51,39.58,29.49,29.49,39.58,43.43,23.2,-17.1,63.0,0,False,True,False,20200623:-32.7%;20190621:-32.0%;20160908:-45.1%,
AI硬件,SZ,000636,风华高科,20260923,58.74,1.71,0.3,18.2,15.2,多头,58.12,57.25,54.43,54.65,7.9,7.5,2.7,1.071,0.351,1.438,,"1.672,1.711,1.784,1.546,1.438",True,62.3,56.6,73.5,72.0,76.4,79.0,61.85,47.01,0.75,1.03,8.08,61.75,47.97,47.97,61.75,71.17,37.69,-17.5,63.0,1,False,False,False,20060406:-26.2%;20000912:-33.2%;19990909:-33.2%,
AI硬件,SZ,300285,国瓷材料,20260923,69.0,4.23,1.1,14.3,7.6,多头,67.17,65.96,65.11,67.17,6.0,2.7,1.1,0.265,-0.414,1.36,,"1.141,1.271,1.329,1.159,1.360",True,66.8,55.7,75.2,69.6,86.6,80.0,71.66,58.56,0.97,0.98,8.91,71.87,58.41,58.41,71.87,99.7,47.77,-30.8,41.0,0,False,False,False,20190403:-33.4%;20170606:-49.3%;20150612:-47.6%,
AI硬件,SZ,300408,三环集团,20260923,130.4,0.71,0.4,10.7,20.0,强多头,129.74,127.27,119.83,118.98,8.8,9.6,4.2,3.704,2.168,3.07,,"4.298,4.344,3.987,3.483,3.070",True,72.9,62.5,69.8,75.3,58.8,82.0,136.26,103.4,0.64,0.93,1.62,139.5,106.1,106.1,139.5,163.65,86.03,-20.3,57.0,0,False,False,False,20160418:-51.2%;20150522:-48.0%,
AI硬件,SH,603738,泰晶科技,20260923,38.23,0.98,2.5,6.8,-1.5,多头,37.84,36.8,37.06,37.63,3.1,1.6,0.4,0.089,-0.232,0.642,,"0.131,0.361,0.581,0.606,0.642",True,62.7,53.9,79.1,72.0,93.3,65.0,40.85,33.28,0.68,0.86,4.99,42.69,33.41,33.41,42.69,68.67,26.63,-44.3,28.0,0,False,False,False,20230607:-28.8%;20220608:-28.6%;20180521:-28.9%,
AI硬件,SH,515880,N/A,20260923,7.01,-0.85,2.3,3.5,8.2,多头,7.02,6.85,6.74,6.8,3.9,3.1,1.7,0.082,0.026,0.112,,"0.068,0.098,0.122,0.125,0.112",True,62.5,56.6,73.2,71.5,76.5,83.0,7.15,6.34,1.5,0.71,4.77,7.28,6.34,6.34,7.28,8.39,5.42,-16.4,54.0,0,True,False,False,20260706:-49.5%;20260203:-66.0%,
AI硬件,SZ,301526,国际复材,20260923,30.31,-2.23,-5.4,10.0,2.3,震荡,31.19,31.08,29.75,32.82,1.9,-7.6,0.2,-0.245,-0.586,0.681,,"1.190,1.097,1.016,0.885,0.681",False,43.7,47.4,51.4,56.8,40.5,58.0,33.44,26.06,0.63,1.0,6.86,34.79,26.08,26.08,34.79,50.41,24.05,-39.9,24.0,0,False,False,False,,
AI硬件,SH,600641,先导基电,20260923,47.8,9.28,42.9,56.7,54.6,强多头,41.08,36.14,34.16,34.02,39.9,40.5,7.1,2.559,0.865,3.387,,"0.828,1.274,1.803,2.545,3.387",True,92.6,77.9,93.7,83.2,114.5,122.0,43.66,24.66,2.55,1.53,18.1,48.11,28.1,28.1,48.11,50.99,22.35,-6.3,89.0,3,False,False,False,20200727:-15.2%;20180809:-14.4%;20090608:-46.2%,
AI硬件,SZ,002938,鹏鼎控股,20260923,88.19,-1.19,-1.8,-4.6,1.0,震荡,89.71,89.99,89.27,91.43,-1.2,-3.5,0.5,-0.435,-0.546,0.221,,"0.739,0.656,0.662,0.483,0.221",False,40.0,46.4,26.6,36.7,6.4,39.0,94.23,84.3,0.87,0.99,0.83,97.0,82.48,82.48,97.0,107.89,76.05,-18.3,38.0,0,False,False,False,,
AI硬件,SH,688630,芯碁微装,20260923,440.68,3.04,1.8,7.3,2.3,强多头,432.46,422.14,413.88,413.79,6.5,6.5,0.3,5.644,2.465,6.358,,"4.898,6.996,5.779,5.305,6.358",True,66.3,57.4,78.3,74.8,85.2,87.0,449.99,377.77,0.86,1.01,2.65,448.88,366.58,366.58,448.88,525.0,297.57,-16.1,63.0,0,False,False,False,,
AI硬件,SZ,000657,中钨高新,20260923,59.16,-1.83,-4.6,-2.2,-6.1,空头,60.51,60.4,61.21,64.25,-3.3,-7.9,-1.9,-1.148,-1.236,0.176,,"0.259,0.445,0.400,0.346,0.176",False,36.7,43.7,53.2,56.4,46.8,30.0,66.42,56.0,0.74,1.06,3.08,69.4,56.3,56.3,69.4,101.5,47.47,-41.7,22.0,0,False,False,False,20230609:-23.0%;20180702:-28.4%;20130208:36.5%,
AI硬件,SZ,002080,中材科技,20260923,60.7,-2.88,8.6,20.1,21.5,多头,61.67,57.32,54.04,56.33,12.3,7.8,5.1,2.059,0.574,2.97,,"2.108,2.567,3.500,3.428,2.970",True,61.2,59.2,78.3,78.0,79.0,84.0,63.83,44.26,1.05,1.76,3.68,66.24,47.0,47.0,66.24,89.78,40.06,-32.4,42.0,1,False,False,False,20190523:-25.4%;20180515:-39.0%;20110517:-50.8%,
AI硬件,SZ,002008,大族激光,20260923,92.98,-1.36,-2.7,-2.0,8.5,震荡,95.64,94.73,93.71,99.41,-0.8,-6.5,2.1,-0.145,-0.641,0.991,,"1.668,2.172,2.007,1.523,0.991",False,42.8,47.4,52.5,60.9,35.7,43.0,99.25,88.18,0.67,0.97,3.24,101.06,85.73,85.73,101.06,140.68,80.32,-33.9,21.0,1,True,False,False,20110615:-34.2%;20080425:-37.0%;20070514:-36.9%,
AI硬件,SZ,301200,大族数控,20260923,256.98,-0.75,-3.1,-2.3,-4.3,空头,261.58,260.77,264.29,275.21,-2.8,-6.6,-1.2,-3.771,-3.77,-0.002,死叉(1日前),"-0.910,0.864,0.826,0.442,-0.002",False,41.5,45.2,43.3,46.9,36.1,25.0,278.85,249.73,0.72,1.22,0.45,284.5,248.1,248.1,284.5,381.54,205.09,-32.6,29.0,0,False,False,False,,
AI硬件,SZ,001309,德明利,20260923,410.32,-0.3,2.3,0.2,5.0,多头,409.38,404.27,409.79,479.33,0.1,-14.4,0.6,-7.992,-12.356,8.727,,"5.503,7.424,8.769,8.980,8.727",False,54.3,47.9,60.1,50.0,80.2,51.0,436.09,383.49,0.68,0.89,4.82,448.25,381.0,381.0,448.25,954.19,334.0,-57.0,12.0,1,False,False,False,20250710:-28.7%;20240426:-22.8%;20230713:-28.3%,
AI硬件,SH,600522,中天科技,20260923,35.78,-2.98,1.7,4.9,7.1,多头,36.4,35.34,34.56,35.45,3.5,0.9,2.4,0.493,0.096,0.793,,"0.832,0.867,0.972,0.980,0.793",True,54.6,53.8,72.0,76.2,63.5,71.0,37.5,31.63,0.8,1.22,4.99,38.48,31.5,31.5,38.48,54.31,27.02,-34.1,32.0,0,False,False,False,20160630:-59.8%;20120510:-44.4%;20060619:-23.9%,
AI硬件,SH,601138,工业富联,20260923,62.98,-0.51,1.0,-3.5,4.0,震荡,62.77,62.65,63.37,63.0,-0.6,-0.0,0.6,-0.223,-0.219,-0.008,,"-0.536,-0.392,-0.164,-0.047,-0.008",False,50.2,49.3,49.7,41.7,65.7,43.0,66.13,60.62,0.46,0.82,0.21,66.88,60.4,60.4,66.88,71.0,53.22,-11.3,55.0,0,False,False,False,,
AI硬件,SZ,002415,海康威视,20260923,33.11,-0.21,1.5,-1.9,-4.8,震荡,32.85,32.96,33.95,34.86,-2.5,-5.0,-1.1,-0.634,-0.586,-0.096,,"-0.465,-0.366,-0.321,-0.190,-0.096",False,46.8,41.4,46.9,34.8,70.9,32.0,36.22,31.68,0.55,0.86,0.31,36.18,32.1,32.1,36.18,39.18,32.1,-15.5,14.0,0,False,False,False,20170516:-34.1%;20160518:-34.7%;20130710:-50.0%,
AI硬件,SZ,301128,强瑞技术,20260923,120.8,-0.63,-0.6,3.0,10.1,多头,122.43,116.55,117.99,116.17,2.4,4.0,2.9,1.738,0.977,1.522,金叉(5日前),"0.784,1.619,1.796,1.752,1.522",True,56.7,53.7,72.3,65.1,86.8,62.0,129.88,106.09,0.49,0.84,3.2,129.42,103.48,103.48,129.42,158.84,84.0,-23.9,49.0,0,False,False,False,20260519:-29.5%;20250523:-29.2%,
AI硬件,SH,601133,柏诚股份,20260923,26.02,4.37,9.1,9.2,0.7,震荡,25.28,24.24,24.39,27.35,6.7,-4.9,0.0,-0.262,-0.67,0.816,,"0.167,0.530,0.721,0.708,0.816",False,67.3,55.5,74.6,63.4,97.0,84.0,26.82,21.96,2.67,1.64,5.78,27.2,22.08,22.08,27.2,40.3,21.54,-35.4,24.0,1,False,False,False,20230411:-13.3%,
AI硬件,SH,603929,亚翔集成,20260923,158.73,-0.71,-0.8,-0.6,-2.0,震荡,160.07,157.99,158.54,171.33,0.1,-7.4,-0.8,-2.01,-3.019,2.018,,"1.318,2.239,2.230,2.224,2.018",False,49.6,47.5,62.8,58.5,71.2,51.0,167.4,149.67,0.61,0.99,1.06,171.97,148.5,148.5,171.97,250.0,135.13,-36.5,21.0,0,False,False,False,,
AI硬件,SH,603163,圣晖集成,20260923,83.5,0.32,2.8,-1.9,5.5,多头,83.24,81.89,80.94,86.16,3.2,-3.1,0.8,-0.09,-0.755,1.33,,"0.931,1.317,1.415,1.375,1.330",False,60.2,52.5,53.7,44.3,72.7,74.0,86.34,75.54,0.65,0.94,1.9,92.37,75.6,75.6,92.37,143.75,66.44,-41.9,22.0,1,False,False,False,20230615:-22.8%,
AI硬件,SZ,301205,联特科技,20260923,324.88,-0.8,10.4,9.2,4.4,多头,319.48,303.13,303.46,276.98,7.1,17.3,1.3,8.136,5.553,5.165,金叉(3日前),"-4.902,-0.270,2.237,4.441,5.165",True,66.6,58.8,78.1,64.6,105.0,80.0,338.59,268.32,0.48,0.92,3.79,340.88,269.03,269.03,340.88,340.88,153.0,-4.7,91.0,0,False,False,False,20230630:-46.4%,
AI硬件,SZ,300395,菲利华,20260923,98.46,1.42,-0.1,0.1,11.0,多头,95.85,96.58,94.9,91.2,3.8,8.0,2.5,1.609,1.483,0.253,金叉(2日前),"0.891,0.233,-0.088,0.031,0.253",True,62.0,56.8,47.2,45.6,50.6,80.0,100.86,88.94,0.9,0.96,4.44,102.99,86.5,86.5,102.99,123.25,69.8,-20.1,54.0,0,False,False,False,20220602:-33.6%;20170427:-32.7%;20160530:-37.1%,
AI硬件,SZ,002050,三花智控,20260923,35.99,-0.58,6.7,-0.6,-0.4,震荡,35.66,35.09,35.62,38.04,1.0,-5.4,-0.3,-0.54,-0.776,0.471,金叉(4日前),"-0.148,0.023,0.257,0.409,0.471",False,60.0,49.1,61.1,47.9,87.7,61.0,37.32,33.92,0.66,1.22,0.71,37.25,33.28,33.28,37.25,49.41,33.28,-27.2,17.0,0,False,False,False,20200603:-23.1%;20190510:-21.6%;20150421:-49.7%,
AI硬件,SH,688126,沪硅产业,20260923,24.88,0.57,4.5,10.2,2.6,震荡,24.47,23.46,23.55,26.47,5.6,-6.0,0.0,-0.278,-0.678,0.799,,"0.314,0.518,0.668,0.753,0.799",False,75.7,54.9,82.4,70.3,106.6,82.0,25.64,21.47,0.89,1.2,1.49,25.39,21.48,21.48,25.39,40.38,21.48,-38.4,18.0,0,False,False,False,,
AI硬件,SH,688783,西安奕材,20260923,30.0,0.74,5.3,11.5,-2.0,震荡,29.3,28.01,28.52,34.06,5.2,-11.9,-1.7,-0.756,-1.325,1.137,,"0.389,0.712,0.885,1.040,1.137",False,69.9,51.9,80.2,65.7,109.2,72.0,31.88,25.15,1.12,1.24,8.38,32.28,24.97,24.97,32.28,61.83,24.02,-51.5,16.0,0,False,False,False,,
AI硬件,SH,688432,有研硅,20260923,55.0,4.64,1.7,31.2,35.1,强多头,54.79,51.04,47.83,41.25,15.0,33.3,8.5,3.969,3.292,1.354,,"1.615,2.117,1.988,1.489,1.354",True,64.8,62.0,72.5,70.2,77.2,85.0,57.96,37.69,0.93,1.06,5.2,60.59,37.66,37.66,60.59,60.78,23.27,-9.5,85.0,1,False,False,False,,
AI硬件,SZ,300088,长信科技,20260923,7.36,1.38,1.8,0.5,6.1,多头,7.27,7.13,7.06,7.37,4.2,-0.1,0.6,-0.004,-0.067,0.125,,"0.091,0.104,0.116,0.116,0.125",False,69.5,55.1,76.0,69.1,89.9,92.0,7.42,6.7,1.33,1.1,5.41,7.51,6.68,6.68,7.51,11.1,6.02,-33.7,26.0,0,False,False,False,20170928:-49.9%;20150921:-51.2%;20130613:-27.1%,
AI硬件,SH,688008,澜起科技,20260923,223.37,0.69,11.7,14.4,11.1,多头,210.43,201.18,200.45,214.7,11.4,4.0,1.7,1.091,-3.134,8.45,,"1.505,2.821,4.568,7.013,8.450",True,78.2,61.1,76.1,66.6,95.3,100.0,223.34,177.55,1.03,1.25,3.09,233.19,183.21,183.21,233.19,298.56,180.25,-25.2,36.0,0,False,False,False,,
AI硬件,SH,688146,中船特气,20260923,217.4,1.3,-7.7,-3.7,-10.2,空头,227.03,226.8,232.58,263.16,-6.5,-17.4,-2.7,-10.522,-11.066,1.089,,"0.676,2.884,4.186,2.002,1.089",False,37.5,40.6,32.7,41.2,15.7,18.0,256.33,208.82,1.0,1.31,8.37,263.8,213.0,213.0,263.8,399.99,161.37,-45.6,23.0,0,False,False,False,,
AI硬件,SH,688549,中巨芯,20260923,23.78,1.06,-3.7,5.5,-2.1,震荡,23.91,23.48,23.34,25.65,1.9,-7.3,-1.7,-0.375,-0.598,0.445,,"0.354,0.487,0.535,0.468,0.445",False,52.5,48.7,67.0,64.9,71.2,60.0,25.45,21.24,0.65,1.03,2.72,26.37,20.97,20.97,26.37,44.0,18.05,-46.0,22.0,0,False,False,False,,
