product,net_direction,net_direction_cn,sample_size,next_up_count,next_down_count,next_flat_count,next_up_probability,next_down_probability,next_flat_probability,next_up_prob_ci95_low,next_up_prob_ci95_high,avg_next_return_pct,median_next_return_pct,avg_abs_next_return_pct,avg_up_return_pct,avg_down_return_pct,avg_direction_qty,median_direction_qty
IC,net_buy,净买入,171,92,79,0,0.5380116959064327,0.4619883040935672,0.0,0.46327168647667566,0.6110813279089167,0.23055727651477098,0.22715567274209647,1.3715181357107566,1.4888853015791588,-1.2348373855855286,1026.233918128655,768.0
IC,net_sell,净卖出,123,70,53,0,0.5691056910569106,0.43089430894308944,0.0,0.4808071908005235,0.6532182393422689,0.37982859870486557,0.31332001723261005,1.4602096937606783,1.616605071237585,-1.2536497612440087,896.0325203252032,685.0
IF,net_buy,净买入,165,88,77,0,0.5333333333333333,0.4666666666666667,0.0,0.4573189068484033,0.6078309140488163,0.2282968963083337,0.23366537557196754,1.4464512208544877,1.570076359840145,-1.3051653477280223,1055.0181818181818,885.0
IF,net_sell,净卖出,129,74,55,0,0.5736434108527132,0.4263565891472868,0.0,0.4873866813077036,0.6556408040583265,0.3757769304949553,0.30220647886103347,1.3602398612256767,1.5131497711619022,-1.154506527856937,833.3333333333334,662.0
IH,net_buy,净买入,158,88,70,0,0.5569620253164557,0.4430379746835443,0.0,0.4790657761349476,0.6321540832831499,0.42315545166671653,0.32316977549641246,1.4848937735160936,1.7129078271527503,-1.1982475346585832,519.5696202531645,441.5
IH,net_sell,净卖出,136,74,62,0,0.5441176470588235,0.45588235294117646,0.0,0.46034800812412696,0.6254633670317638,0.14180625412781686,0.28245913699184166,1.3200160097320586,1.343296134357723,-1.2922300545336842,441.41911764705884,342.0
IM,net_buy,净买入,175,92,83,0,0.5257142857142857,0.4742857142857143,0.0,0.4519757511662367,0.598348110843497,0.25278304798052625,0.22474790242918985,1.3946135268619497,1.5668173945512682,-1.2037369506280067,1458.48,1162.0
IM,net_sell,净卖出,119,70,49,0,0.5882352941176471,0.4117647058823529,0.0,0.4983993017742346,0.6725525581820018,0.3521611641019513,0.3823693681486606,1.4292271120862317,1.5141800347599552,-1.3078657939809117,1061.689075630252,795.0
