板块,代码,名称,市场,收盘,当日涨跌,近5日,近1月,近3月,日趋势,周趋势,月趋势,日MA排列,周MA排列,月MA排列,MA5,MA10,MA20,MA60,BIAS20,RSI14,KDJ_K,KDJ_D,KDJ_J,日MACD,周MACD,月MACD,日DIF,日DEA,VR5,量比5_20,距52周高,五二周位置,ATRpct,背离,复权修正,是否ETF,今日除息
关注个股,002653,海思科,SZ,67.4,6.07,5.31,5.05,10.38,→,→,↑,均线交织,均线交织,多头排列,63.962,63.712,65.3275,67.5382,3.17,52.51,46.42,31.93,75.4,死叉,死叉,金叉,-0.6932,-0.6835,2.01,0.77,-16.62,65.1,3.69,,,,
关注个股,002821,凯莱英,SZ,190.99,3.13,7.54,21.98,13.85,↑,↑,↑,多头排列,多头排列,多头排列,184.42,178.155,172.309,167.6795,10.84,73.62,82.57,78.16,91.38,金叉,金叉,金叉,5.1931,3.121,1.01,1.02,-4.5,91.9,4.74,,,,
关注个股,300298,三诺生物,SZ,16.44,5.18,7.1,3.33,16.93,→,→,↓,均线交织,均线交织,空头(价上突),15.708,15.6,15.8105,15.696,3.98,56.08,61.51,41.78,100.95,刚金叉,金叉,死叉,-0.0558,-0.09,1.86,1.14,-22.34,39.4,2.1,,,,
关注个股,300347,泰格医药,SZ,58.99,2.79,4.59,20.0,20.0,↑,↑,↓,多头排列,多头排列,空头(价上突),57.2,55.699,53.2495,51.2088,10.78,71.5,85.94,81.22,95.39,金叉,金叉,金叉,1.6682,1.0593,1.13,0.96,-13.06,72.6,4.11,,,,
关注个股,300363,博腾股份,SZ,23.96,5.13,11.6,17.11,36.91,↑,↑,↓,多头排列,多头排列,空头(价上突),22.42,21.749,20.744,19.1523,15.5,77.87,84.89,76.59,101.5,金叉,金叉,金叉,0.846,0.5887,1.12,0.87,-21.18,62.5,4.75,,,,
关注个股,300633,开立医疗,SZ,19.69,3.63,3.52,3.04,7.6,↓,↓,↓,空头(价上突),空头(价上突),空头排列,18.968,19.47,19.6015,19.618,0.45,48.33,25.83,23.06,31.37,死叉,金叉,死叉,-0.2229,-0.1395,1.04,0.98,-46.64,12.6,3.6,,,,
关注个股,300725,药石科技,SZ,50.32,6.57,12.95,4.16,39.08,→,→,↑,均线交织,均线交织,多头排列,46.7,44.943,45.014,43.079,11.79,68.24,81.36,68.55,106.96,金叉,金叉,金叉,0.4668,0.0176,1.23,1.18,-12.26,73.4,4.25,,,,
关注个股,300759,康龙化成,SZ,45.13,4.23,5.81,0.6,56.7,→,→,↑,均线交织,均线交织,多头排列,43.538,42.662,42.975,40.5873,5.01,59.24,74.83,64.27,95.96,刚金叉,金叉,金叉,0.1858,0.1271,1.34,1.08,-15.76,74.1,3.92,,,,
关注个股,300760,迈瑞医疗,SZ,158.05,0.75,-1.28,-0.4,14.95,→,↑,↓,均线交织,多头(价回MA5下),空头(价上突),158.01,161.373,163.618,153.9708,-3.4,23.63,10.45,16.0,-0.66,死叉,金叉,死叉,0.4002,1.9812,1.29,0.62,-36.52,23.1,2.22,,,,
关注个股,301047,义翘神州,SZ,117.34,2.87,13.64,6.35,81.25,↑,↑,↑,多头排列,多头排列,多头排列,108.492,103.571,101.594,91.256,15.5,69.48,76.57,65.42,98.86,金叉,金叉,金叉,2.8546,1.5161,1.32,1.18,-15.88,72.8,6.25,,,,
关注个股,301080,百普赛斯,SZ,116.2,6.14,26.66,25.45,143.35,↑,↑,↑,多头排列,多头排列,多头排列,101.416,94.132,89.0025,70.7293,30.56,74.42,79.64,73.21,92.5,金叉,金叉,金叉,7.6078,5.5314,1.41,1.12,-4.37,93.8,8.22,顶背离,,,
关注个股,301230,泓博医药,SZ,38.82,10.25,30.22,14.72,0.26,→,→,→,均线交织,均线交织,均线交织,33.186,31.624,31.4075,32.5327,23.6,72.25,72.51,56.8,103.93,金叉,刚金叉,死叉,0.3495,-0.4223,1.73,1.47,-42.89,35.8,5.58,,,,
关注个股,600188,兖矿能源,SH,20.44,3.86,0.34,-6.37,10.97,→,↑,↑,均线交织,多头(价回MA5下),多头(价回MA5下),20.092,20.761,21.438,20.5615,-4.66,34.16,17.43,16.41,19.48,死叉,死叉,金叉,-0.3332,-0.0953,1.13,0.84,-26.47,50.3,4.5,,,,
关注个股,600546,山煤国际,SH,13.61,1.64,3.73,-0.37,21.41,→,↑,↑,均线交织,多头排列,多头排列,13.302,13.363,13.455,12.848,1.15,47.55,47.97,39.16,65.59,死叉,金叉,金叉,0.0702,0.0985,1.09,0.78,-13.48,65.1,3.52,,,,
关注个股,601088,中国神华,SH,46.8,1.23,-0.85,-0.19,17.06,→,↑,↑,均线交织,多头(价回MA5下),多头排列,46.718,46.923,47.285,45.0725,-1.03,37.11,42.43,45.91,35.46,死叉,金叉,金叉,0.2516,0.4609,0.98,0.7,-8.56,67.6,2.33,,,,
关注个股,601101,昊华能源,SH,13.5,4.49,3.61,-0.07,24.2,→,↑,↑,均线交织,多头(价回MA5下),多头排列,13.108,13.309,13.656,12.426,-1.14,36.71,25.65,18.83,39.3,死叉,金叉,金叉,0.0799,0.2168,1.31,0.51,-11.88,77.8,4.14,,,,
关注个股,601225,陕西煤业,SH,25.7,1.98,-0.96,-3.02,22.38,→,↑,↑,均线交织,多头(价回MA5下),多头排列,25.566,25.817,26.186,24.9202,-1.86,37.25,28.78,28.56,29.22,死叉,金叉,金叉,0.0132,0.17,1.16,0.76,-8.87,70.5,2.82,,,,
关注个股,601699,潞安环能,SH,15.61,2.76,0.39,-7.36,4.62,→,↑,↑,均线交织,多头(价回MA5下),多头(价回MA5下),15.476,15.775,16.3375,15.7232,-4.45,29.5,14.5,12.36,18.77,死叉,死叉,金叉,-0.2189,-0.062,1.08,0.7,-21.0,48.3,3.61,,,,
关注个股,601898,中煤能源,SH,14.27,2.96,-1.04,-3.65,11.57,→,→,→,均线交织,均线交织,均线交织,14.138,14.48,14.8015,14.0038,-3.59,34.66,17.7,16.44,20.22,死叉,金叉,金叉,-0.068,0.0752,1.26,0.66,-27.82,37.4,3.53,,,,
关注个股,603127,昭衍新药,SH,46.74,2.14,9.21,0.75,18.03,→,→,↑,均线交织,均线交织,多头排列,44.554,43.687,44.718,45.7792,4.52,56.51,68.99,53.77,99.41,金叉,死叉,金叉,-0.6396,-0.9125,1.32,1.09,-16.06,69.6,3.98,,,,
关注个股,603259,药明康德,SH,167.96,4.98,5.73,7.78,33.12,↑,↑,↑,多头排列,多头排列,多头排列,160.566,157.866,157.2565,143.7375,6.81,68.89,79.67,68.66,101.7,刚金叉,金叉,金叉,3.1635,2.9821,1.4,1.04,-3.25,93.5,3.08,顶背离,,,
关注个股,688016,心脉医疗,SH,86.08,1.56,3.35,-4.76,-4.74,↓,↓,↓,空头(价上突),空头排列,空头排列,84.536,84.688,86.8225,90.3148,-0.86,36.88,47.89,30.34,82.99,刚金叉,死叉,金叉,-1.8455,-1.8967,1.37,0.66,-25.79,11.1,1.55,,,,
关注个股,688046,药康生物,SH,36.78,4.25,12.07,8.56,52.74,↑,↑,↑,多头排列,多头排列,多头排列,34.606,33.031,32.585,30.1133,12.87,69.96,80.32,68.72,103.5,金叉,金叉,金叉,0.7757,0.4187,1.06,1.11,-15.39,78.1,5.23,,,,
关注个股,688073,毕得医药,SH,71.76,5.28,19.3,8.56,32.3,↑,↑,↓,多头排列,多头排列,空头(价上突),65.916,63.188,62.1745,59.6308,15.42,66.31,79.26,66.04,105.69,金叉,金叉,刚金叉,0.9397,0.0883,1.16,1.16,-19.26,62.5,5.86,,,,
关注个股,688131,皓元医药,SH,102.18,3.43,13.17,11.48,4.15,↑,↑,↑,多头排列,多头排列,多头排列,95.676,93.513,93.3715,88.4983,9.43,66.04,77.18,61.66,108.21,金叉,金叉,金叉,1.5928,0.9602,1.22,0.96,-2.16,95.0,4.19,顶背离,,,是
关注个股,688161,威高骨科,SH,21.85,2.39,1.58,0.64,1.96,→,→,↓,均线交织,均线交织,空头排列,21.202,21.656,21.8625,21.8227,-0.06,48.41,29.51,26.18,36.17,死叉,金叉,死叉,-0.1801,-0.1069,1.21,0.82,-41.42,11.6,3.0,,,,
关注个股,688202,美迪西,SH,109.85,3.44,13.26,16.0,42.02,↑,↑,↑,多头排列,多头排列,多头排列,104.366,99.302,98.106,90.454,11.97,70.18,82.94,73.06,102.7,金叉,金叉,金叉,3.0219,1.9557,1.05,0.97,-3.3,94.1,5.06,,,,
关注个股,688222,成都先导,SH,45.48,13.79,39.98,31.14,38.53,↑,↑,↑,多头排列,多头排列,多头排列,38.372,35.096,33.938,33.154,34.01,82.97,83.93,70.36,111.07,金叉,金叉,金叉,1.569,0.3569,1.48,1.55,-2.32,95.7,5.2,顶背离,,,
关注个股,688235,百济神州,SH,267.62,4.54,4.29,-3.27,4.58,→,→,→,均线交织,均线交织,均线交织,256.988,255.944,263.743,270.1938,1.47,50.82,56.86,39.26,92.07,死叉,金叉,死叉,-4.8884,-4.8652,1.78,0.91,-18.7,50.2,2.77,,,,
关注个股,688271,联影医疗,SH,102.58,1.56,0.22,-2.68,0.54,↓,↓,↓,空头(价上突),空头排列,空头排列,101.48,102.572,104.223,108.0747,-1.58,41.28,18.56,15.83,24.01,死叉,死叉,死叉,-1.9324,-1.7706,1.2,0.84,-35.51,10.6,2.19,,,,
关注个股,688293,奥浦迈,SH,75.45,6.72,12.48,29.68,81.37,↑,↑,↑,多头排列,多头排列,多头排列,69.508,68.585,62.234,56.8835,21.24,76.08,79.9,72.25,95.2,金叉,金叉,金叉,3.7033,2.5895,1.2,1.24,-0.91,98.4,7.27,,,,
关注个股,688331,荣昌生物,SH,125.0,8.85,5.99,7.37,-5.0,↓,→,↑,空头(价上突),均线交织,多头排列,116.86,117.17,119.793,125.1427,4.35,56.67,52.04,37.08,81.95,刚金叉,死叉,金叉,-1.8586,-1.9551,1.95,0.91,-20.79,60.4,3.91,,,,
关注个股,688428,诺诚健华,SH,30.44,7.33,3.29,10.53,6.4,→,↑,↑,均线交织,多头排列,多头排列,29.132,28.807,29.0845,28.9587,4.66,56.84,58.96,50.02,76.83,死叉,金叉,刚金叉,0.0094,0.015,1.77,0.89,-8.67,79.3,5.62,,,,
关注个股,688578,艾力斯,SH,102.09,1.67,0.94,-9.0,-4.6,↓,→,↑,空头(价上突),均线交织,多头(价回MA5下),99.846,101.416,106.431,115.1445,-4.08,36.41,25.15,16.86,41.73,死叉,死叉,死叉,-3.933,-3.4595,1.3,1.21,-26.18,39.1,3.04,,,,
关注个股,688617,惠泰医疗,SH,243.49,1.45,-1.93,-5.83,27.41,→,↑,↓,均线交织,多头(价回MA5下),空头(价上突),243.064,242.517,245.19,223.9288,-0.69,43.52,49.0,46.3,54.39,死叉,金叉,死叉,3.2605,4.816,1.62,0.82,-27.79,41.8,3.53,,,,
关注个股,688621,阳光诺和,SH,74.99,2.28,6.19,15.37,36.27,↑,↑,→,多头排列,多头排列,均线交织,73.468,71.535,69.6725,62.5382,7.63,72.44,84.46,77.5,98.4,金叉,金叉,金叉,2.6201,2.4345,1.3,0.91,-12.75,72.1,4.11,顶背离,,,
关注个股,688690,纳微科技,SH,46.95,-0.53,9.7,15.73,2.18,↑,↑,↑,多头排列,多头排列,多头排列,44.924,43.445,40.496,39.5758,15.94,76.45,87.91,84.04,95.65,金叉,金叉,金叉,1.6007,0.7634,1.2,0.97,-2.8,94.7,4.92,,,,
关注个股,688710,益诺思,SH,95.6,0.72,9.51,6.35,40.42,↑,↑,↑,多头排列,多头排列,多头排列,91.05,87.709,86.52,81.766,10.49,72.27,87.58,78.18,106.37,金叉,金叉,N/A,1.8204,0.782,1.17,0.78,-7.8,87.9,4.84,,,,
关注个股,688758,赛分科技,SH,32.9,0.3,15.2,23.92,52.1,↑,↑,↑,多头排列,多头排列,多头排列,30.99,29.464,28.218,26.0332,16.59,73.1,88.53,80.12,105.33,金叉,金叉,N/A,1.3095,0.8008,1.19,1.28,-1.29,97.5,5.61,,,,
关注个股,688796,百奥赛图,SH,138.0,2.78,11.92,10.47,24.82,↑,→,→,多头排列,均线交织,数据不足,129.172,126.663,124.029,123.947,11.26,65.4,74.52,60.02,103.52,金叉,金叉,N/A,1.4359,0.0962,1.22,1.1,-10.96,84.1,6.19,,,,
