date,sh_margin_y,sz_margin_y,total_margin_y,sh_change_y,sh_change_pct,sz_change_y,sz_change_pct,total_change_y,total_change_pct,source,sample_status
2011-09-19,211.03835093,130.66855821,341.70690914,0.82900939,0.39437324,-0.08825413,-0.06749486,0.74075526,0.21725184,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-09-20,211.81592617,130.91791121,342.73383738,0.77757524,0.36845210,0.24935300,0.19082862,1.02692824,0.30052897,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-09-21,210.80852830,131.27630687,342.08483517,-1.00739787,-0.47560063,0.35839566,0.27375602,-0.64900221,-0.18936041,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-09-22,214.03223921,131.59347001,345.62570922,3.22371091,1.52921276,0.31716314,0.24159968,3.54087405,1.03508653,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-09-23,213.59329274,131.30332226,344.89661500,-0.43894647,-0.20508428,-0.29014775,-0.22048795,-0.72909422,-0.21094907,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-09-26,213.04984798,130.19087690,343.24072488,-0.54344476,-0.25442969,-1.11244536,-0.84723322,-1.65589012,-0.48011202,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-09-27,214.42994144,130.73222366,345.16216510,1.38009346,0.64777960,0.54134676,0.41581006,1.92144022,0.55979378,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-09-28,212.85200989,130.01582631,342.86783620,-1.57793155,-0.73587277,-0.71639735,-0.54798835,-2.29432890,-0.66471043,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-09-29,211.37792643,129.07471669,340.45264312,-1.47408346,-0.69253913,-0.94110962,-0.72384236,-2.41519308,-0.70440935,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-09-30,206.78257223,127.08054431,333.86311654,-4.59535420,-2.17399909,-1.99417238,-1.54497521,-6.58952658,-1.93551929,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-10-10,205.00158665,127.49251104,332.49409769,-1.78098558,-0.86128418,0.41196673,0.32417766,-1.36901885,-0.41005394,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-10-11,203.24309699,128.62806637,331.87116336,-1.75848966,-0.85779320,1.13555533,0.89068395,-0.62293433,-0.18735200,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-10-12,204.30753257,128.62611420,332.93364677,1.06443558,0.52372533,-0.00195217,-0.00151769,1.06248341,0.32014936,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-10-13,205.43903238,129.28417090,334.72320328,1.13149981,0.55382188,0.65805670,0.51160428,1.78955651,0.53751146,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-10-14,204.00802814,129.09298419,333.10101233,-1.43100424,-0.69655908,-0.19118671,-0.14788099,-1.62219095,-0.48463654,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-10-17,203.00361995,129.59984618,332.60346613,-1.00440819,-0.49233758,0.50686199,0.39263326,-0.49754620,-0.14936796,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-10-18,202.46908676,129.50558775,331.97467451,-0.53453319,-0.26331215,-0.09425843,-0.07273036,-0.62879162,-0.18905143,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-10-19,202.42841224,130.32991247,332.75832471,-0.04067452,-0.02008925,0.82432472,0.63651672,0.78365020,0.23605722,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-10-20,202.74135425,130.15509880,332.89645305,0.31294201,0.15459392,-0.17481367,-0.13413166,0.13812834,0.04151011,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-10-21,200.77609862,129.67132593,330.44742455,-1.96525563,-0.96934128,-0.48377287,-0.37168953,-2.44902850,-0.73567275,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-10-24,198.13181984,129.75957595,327.89139579,-2.64427878,-1.31702867,0.08825002,0.06805670,-2.55602876,-0.77350543,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-10-25,198.57163052,129.47936169,328.05099221,0.43981068,0.22197882,-0.28021426,-0.21594881,0.15959642,0.04867356,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
2011-10-26,197.86668727,129.95046025,327.81714752,-0.70494325,-0.35500703,0.47109856,0.36384066,-0.23384469,-0.07128303,DFCF/东方财富Choice数据,dfcf_vendor_only_unverified_by_exchange
