交易日,合约,排名,成交量排名,,,持买单量排名,,,持卖单量排名,,
,,,会员简称,成交量,比上一交易日增减,会员简称,持买单量,比上一交易日增减,会员简称,持卖单量,比上一交易日增减
20250522,IF2506,1,国泰君安(代客),15842,-1870,国泰君安(代客),21765,-1278,中信期货(代客),29995,-1192
20250522,IF2506,2,中信期货(代客),13738,-825,海通期货(代客),13566,-514,国泰君安(代客),17814,-722
20250522,IF2506,3,海通期货(代客),8262,748,中信期货(代客),11986,16,国投期货(代客),11073,516
20250522,IF2506,4,东证期货(代客),7448,-168,东证期货(代客),7503,-533,东证期货(代客),8111,-1043
20250522,IF2506,5,国信期货(代客),5019,-205,中金期货(代客),5683,-274,广发期货(代客),6350,46
20250522,IF2506,6,国投期货(代客),3025,-567,国投期货(代客),4928,261,海通期货(代客),6202,-124
20250522,IF2506,7,中信建投(代客),2989,-627,银河期货(代客),4129,60,华泰期货(代客),6086,-97
20250522,IF2506,8,广发期货(代客),2512,461,华泰期货(代客),4025,-337,招商期货(代客),5718,-409
20250522,IF2506,9,银河期货(代客),2392,-395,申银万国(代客),3395,-133,银河期货(代客),3383,42
20250522,IF2506,10,华闻期货(代客),2156,23,广发期货(代客),3112,-18,国信期货(代客),3268,121
20250522,IF2506,11,华泰期货(代客),2060,-417,国信期货(代客),3011,-116,申银万国(代客),3249,142
20250522,IF2506,12,招商期货(代客),1982,663,光大期货(代客),2759,324,中信建投(代客),2552,-166
20250522,IF2506,13,光大期货(代客),1804,-351,南华期货(代客),2658,67,中银期货(代客),2513,-9
20250522,IF2506,14,中泰期货(代客),1757,176,永安期货(代客),2535,-30,中泰期货(代客),2474,122
20250522,IF2506,15,瑞达期货(代客),1683,185,浙商期货(代客),2304,-229,中金财富(代客),1875,26
20250522,IF2506,16,永安期货(代客),1474,119,宝城期货(代客),2283,-31,方正中期(代客),1748,68
20250522,IF2506,17,申银万国(代客),1345,-360,中信建投(代客),2269,-47,宏源期货(代客),1716,-3
20250522,IF2506,18,浙商期货(代客),1332,72,招商期货(代客),2159,-87,永安期货(代客),1622,-80
20250522,IF2506,19,金元期货(代客),1314,178,中泰期货(代客),2034,131,光大期货(代客),1622,62
20250522,IF2506,20,东海期货(代客),1279,-330,兴证期货(代客),2032,211,兴证期货(代客),1517,-13
20250522,IF2509,1,国泰君安(代客),4518,-134,国泰君安(代客),14063,650,中信期货(代客),12926,-534
20250522,IF2509,2,中信期货(代客),4407,-1178,中信期货(代客),4772,-449,国泰君安(代客),6986,426
20250522,IF2509,3,海通期货(代客),2100,-257,东证期货(代客),2667,126,海通期货(代客),6506,-225
20250522,IF2509,4,国信期货(代客),1990,-310,华泰期货(代客),2661,-52,瑞银期货(代客),5523,6
20250522,IF2509,5,东证期货(代客),1806,-193,大越期货(代客),2538,-5,华泰期货(代客),4320,36
20250522,IF2509,6,华闻期货(代客),1045,191,广发期货(代客),1772,-94,摩根大通(代客),3660,-170
20250522,IF2509,7,广发期货(代客),694,-71,永安期货(代客),1734,21,东证期货(代客),2610,176
20250522,IF2509,8,中泰期货(代客),530,106,银河期货(代客),1699,45,国信期货(代客),2389,22
20250522,IF2509,9,金元期货(代客),520,38,国投期货(代客),1661,16,中信建投(代客),2065,12
20250522,IF2509,10,招商期货(代客),488,-122,兴证期货(代客),1469,-22,招商期货(代客),1983,14
20250522,IF2509,11,华泰期货(代客),414,-453,光大期货(代客),1436,26,永安期货(代客),1653,33
20250522,IF2509,12,一德期货(代客),375,-277,一德期货(代客),1370,350,国投期货(代客),1554,88
20250522,IF2509,13,银河期货(代客),373,-79,中信建投(代客),1368,-66,申银万国(代客),1355,8
20250522,IF2509,14,瑞达期货(代客),371,60,国信期货(代客),1306,38,广发期货(代客),1312,-34
20250522,IF2509,15,永安期货(代客),336,110,浙商期货(代客),1260,27,银河期货(代客),950,-68
20250522,IF2509,16,方正中期(代客),304,-102,申银万国(代客),1143,-30,中金财富(代客),918,116
20250522,IF2509,17,国投期货(代客),276,-381,海通期货(代客),1143,-157,中泰期货(代客),907,174
20250522,IF2509,18,中信建投(代客),256,-114,大地期货(代客),1125,-40,光大期货(代客),895,34
20250522,IF2509,19,浙商期货(代客),247,5,宝城期货(代客),1052,-37,宝城期货(代客),761,49
20250522,IF2509,20,五矿期货(代客),240,84,平安期货(代客),1019,-12,华闻期货(代客),711,-85
20250522,IF2512,1,中信期货(代客),1217,55,中信期货(代客),2485,-80,海通期货(代客),5520,-11
20250522,IF2512,2,国泰君安(代客),1123,-133,国泰君安(代客),2194,-76,东证期货(代客),1904,156
20250522,IF2512,3,海通期货(代客),777,-252,海通期货(代客),979,86,国泰君安(代客),1413,-103
20250522,IF2512,4,东证期货(代客),721,-110,国信期货(代客),829,-218,中信期货(代客),1223,-31
20250522,IF2512,5,招商期货(代客),432,-77,招商期货(代客),778,-221,东方财富(代客),793,1
20250522,IF2512,6,国信期货(代客),409,-8,东证期货(代客),578,149,国信期货(代客),615,-71
20250522,IF2512,7,五矿期货(代客),205,164,中银期货(代客),524,46,中泰期货(代客),569,13
20250522,IF2512,8,银河期货(代客),181,81,国投期货(代客),484,17,瑞银期货(代客),298,-7
20250522,IF2512,9,华闻期货(代客),144,-18,申银万国(代客),471,44,招商期货(代客),293,11
20250522,IF2512,10,光大期货(代客),141,46,银河期货(代客),399,84,广发期货(代客),257,-7
20250522,IF2512,11,华联期货(代客),138,65,永安期货(代客),360,24,银河期货(代客),180,-5
20250522,IF2512,12,广发期货(代客),107,3,广发期货(代客),342,4,建信期货(代客),174,0
20250522,IF2512,13,华泰期货(代客),104,24,方正中期(代客),332,3,永安期货(代客),142,18
20250522,IF2512,14,瑞达期货(代客),82,42,平安期货(代客),296,-11,东海期货(代客),140,0
20250522,IF2512,15,申银万国(代客),76,48,光大期货(代客),244,59,华闻期货(代客),139,37
