交易日,合约,排名,成交量排名,,,持买单量排名,,,持卖单量排名,,
,,,会员简称,成交量,比上一交易日增减,会员简称,持买单量,比上一交易日增减,会员简称,持卖单量,比上一交易日增减
20251112,IC2511,1,中信期货(代客),13047,2822,国泰君安(代客),7131,528,中信期货(代客),9520,1007
20251112,IC2511,2,国泰君安(代客),9144,2260,中信期货(代客),6923,1260,国泰君安(代客),5258,312
20251112,IC2511,3,海通期货(代客),4695,828,海通期货(代客),3857,355,中银期货(代客),3976,103
20251112,IC2511,4,东证期货(代客),3329,274,东证期货(代客),2185,-12,海通期货(代客),3236,812
20251112,IC2511,5,国信期货(代客),2143,399,国信期货(代客),1941,-138,东证期货(代客),1987,213
20251112,IC2511,6,华闻期货(代客),1713,327,银河期货(代客),1781,188,华泰期货(代客),1627,-111
20251112,IC2511,7,金元期货(代客),1232,99,华泰期货(代客),1327,41,瑞银期货(代客),1232,56
20251112,IC2511,8,银河期货(代客),1115,264,南华期货(代客),1267,74,华西期货(代客),970,-67
20251112,IC2511,9,广发期货(代客),1106,186,永安期货(代客),989,2,国信期货(代客),950,-141
20251112,IC2511,10,中泰期货(代客),1079,149,申银万国(代客),928,3,光大期货(代客),873,166
20251112,IC2511,11,瑞达期货(代客),1010,156,国投期货(代客),856,246,永安期货(代客),865,121
20251112,IC2511,12,华泰期货(代客),956,294,中泰期货(代客),833,225,山金期货(代客),851,-171
20251112,IC2511,13,光大期货(代客),912,-155,广发期货(代客),822,52,银河期货(代客),834,131
20251112,IC2511,14,国投期货(代客),894,231,宏源期货(代客),769,-166,中泰期货(代客),777,202
20251112,IC2511,15,招商期货(代客),759,156,金元期货(代客),687,35,申银万国(代客),773,-91
20251112,IC2511,16,南华期货(代客),664,218,光大期货(代客),659,-64,国投期货(代客),749,-100
20251112,IC2511,17,中信建投(代客),659,463,招商期货(代客),648,-69,中金财富(代客),630,-83
20251112,IC2511,18,永安期货(代客),649,120,华闻期货(代客),646,223,华闻期货(代客),625,130
20251112,IC2511,19,兴证期货(代客),624,-68,中信建投(代客),617,-56,瑞达期货(代客),620,36
20251112,IC2511,20,宏源期货(代客),497,0,兴证期货(代客),518,-19,宝城期货(代客),599,-75
20251112,IC2512,1,中信期货(代客),32546,6441,中信期货(代客),22061,3595,中信期货(代客),23730,3645
20251112,IC2512,2,国泰君安(代客),26704,7250,国泰君安(代客),21086,3779,国泰君安(代客),19521,4159
20251112,IC2512,3,海通期货(代客),10805,1451,东证期货(代客),7286,112,华泰期货(代客),11240,444
20251112,IC2512,4,东证期货(代客),8830,1297,海通期货(代客),6385,1012,海通期货(代客),7555,1109
20251112,IC2512,5,中泰期货(代客),6919,2144,银河期货(代客),5142,373,东证期货(代客),6470,412
20251112,IC2512,6,华泰期货(代客),6180,1898,华泰期货(代客),4597,-210,国投期货(代客),5666,-40
20251112,IC2512,7,国信期货(代客),5394,1029,中泰期货(代客),3689,758,银河期货(代客),4179,314
20251112,IC2512,8,华闻期货(代客),4564,1136,南华期货(代客),3115,77,国信期货(代客),3139,13
20251112,IC2512,9,银河期货(代客),4131,1224,国信期货(代客),2894,311,招商期货(代客),3026,-118
20251112,IC2512,10,广发期货(代客),3031,803,浙商期货(代客),2487,64,永安期货(代客),2795,178
20251112,IC2512,11,瑞达期货(代客),2931,645,中粮期货(代客),2460,15,光大期货(代客),2549,220
20251112,IC2512,12,招商期货(代客),2887,487,永安期货(代客),2417,145,广发期货(代客),2530,-21
20251112,IC2512,13,中信建投(代客),2815,473,光大期货(代客),2231,64,中泰期货(代客),2482,661
20251112,IC2512,14,申银万国(代客),2761,478,申银万国(代客),2012,111,中信建投(代客),2369,99
20251112,IC2512,15,宏源期货(代客),2262,883,中信建投(代客),1994,98,华闻期货(代客),2188,776
20251112,IC2512,16,南华期货(代客),2190,395,国投期货(代客),1966,-127,中金财富(代客),2071,67
20251112,IC2512,17,光大期货(代客),2048,-71,华闻期货(代客),1857,730,瑞银期货(代客),2051,117
20251112,IC2512,18,五矿期货(代客),2026,558,招商期货(代客),1732,333,摩根大通(代客),1921,-13
20251112,IC2512,19,浙商期货(代客),1850,224,东吴期货(代客),1661,203,中金期货(代客),1757,0
20251112,IC2512,20,东吴期货(代客),1849,523,瑞达期货(代客),1613,382,平安期货(代客),1707,110
20251112,IC2603,1,中信期货(代客),7680,2066,国泰君安(代客),8056,458,中信期货(代客),9973,1282
20251112,IC2603,2,国泰君安(代客),5035,1021,中信期货(代客),7277,1532,国泰君安(代客),7477,537
20251112,IC2603,3,海通期货(代客),4552,977,海通期货(代客),2585,-89,海通期货(代客),4815,-707
20251112,IC2603,4,东证期货(代客),3004,659,永安期货(代客),2185,72,华泰期货(代客),3815,28
20251112,IC2603,5,华闻期货(代客),1462,406,银河期货(代客),2026,2,国投期货(代客),3147,35
20251112,IC2603,6,国信期货(代客),1398,415,东证期货(代客),1862,284,东证期货(代客),1894,152
20251112,IC2603,7,中泰期货(代客),1046,417,华泰期货(代客),1838,298,摩根大通(代客),1866,4
20251112,IC2603,8,华泰期货(代客),946,60,浙商期货(代客),1748,-24,银河期货(代客),1716,55
20251112,IC2603,9,五矿期货(代客),821,200,中银期货(代客),1540,2,瑞银期货(代客),1210,99
20251112,IC2603,10,广发期货(代客),670,200,宝城期货(代客),1388,-2,招商期货(代客),1132,50
20251112,IC2603,11,银河期货(代客),629,242,国投期货(代客),1372,-47,广发期货(代客),1095,37
20251112,IC2603,12,光大期货(代客),538,-66,南华期货(代客),1241,45,国富期货(代客),1060,5
20251112,IC2603,13,东方财富(代客),530,26,中泰期货(代客),1111,151,国信期货(代客),1047,275
20251112,IC2603,14,浙商期货(代客),490,70,光大期货(代客),1024,2,中金财富(代客),931,94
20251112,IC2603,15,招商期货(代客),468,120,广发期货(代客),980,-69,中信建投(代客),872,78
20251112,IC2603,16,东吴期货(代客),447,268,招商期货(代客),968,22,兴业期货(代客),864,25
20251112,IC2603,17,中金财富(代客),412,283,申银万国(代客),848,-11,光大期货(代客),856,4
20251112,IC2603,18,永安期货(代客),411,61,国联期货(代客),830,64,永安期货(代客),832,11
20251112,IC2603,19,中信建投(代客),370,173,一德期货(代客),784,10,申银万国(代客),812,74
20251112,IC2603,20,南华期货(代客),307,4,国信期货(代客),742,15,中金期货(代客),788,0
20251112,IC2606,1,中信期货(代客),2469,814,中信期货(代客),3617,389,海通期货(代客),5626,352
20251112,IC2606,2,海通期货(代客),2467,610,国泰君安(代客),1745,234,国泰君安(代客),3187,64
20251112,IC2606,3,东证期货(代客),2172,749,东证期货(代客),1103,114,中信期货(代客),2009,264
20251112,IC2606,4,国泰君安(代客),1968,653,国联期货(代客),947,6,东证期货(代客),1199,154
20251112,IC2606,5,华泰期货(代客),1566,1217,海通期货(代客),887,209,国信期货(代客),1009,58
20251112,IC2606,6,国信期货(代客),511,195,宝城期货(代客),747,235,瑞银期货(代客),929,89
20251112,IC2606,7,五矿期货(代客),347,132,国投期货(代客),728,47,华泰期货(代客),695,47
20251112,IC2606,8,华闻期货(代客),346,92,国富期货(代客),657,33,中金期货(代客),467,0
20251112,IC2606,9,宝城期货(代客),278,142,国信期货(代客),547,193,中信建投(代客),443,38
20251112,IC2606,10,国投期货(代客),215,114,大越期货(代客),540,1,招商期货(代客),375,11
20251112,IC2606,11,一德期货(代客),210,201,招商期货(代客),442,24,光大期货(代客),327,-10
20251112,IC2606,12,光大期货(代客),202,-25,浙商期货(代客),428,35,国海良时(代客),286,-10
20251112,IC2606,13,南华期货(代客),195,49,金瑞期货(代客),417,9,中泰期货(代客),265,39
20251112,IC2606,14,招商期货(代客),179,70,方正中期(代客),377,56,银河期货(代客),249,-55
20251112,IC2606,15,中泰期货(代客),175,47,永安期货(代客),333,9,平安期货(代客),243,0
20251112,IC2606,16,方正中期(代客),172,102,华泰期货(代客),327,-1113,五矿期货(代客),206,71
20251112,IC2606,17,银河期货(代客),169,48,恒力期货(代客),302,0,紫金天风(代客),205,0
20251112,IC2606,18,中信建投(代客),166,68,平安期货(代客),299,-23,国投期货(代客),203,46
20251112,IC2606,19,东方财富(代客),149,53,银河期货(代客),297,28,国富期货(代客),131,3
20251112,IC2606,20,浙商期货(代客),132,6,一德期货(代客),253,208,上海东亚(代客),130,2
