交易日,合约,排名,成交量排名,,,持买单量排名,,,持卖单量排名,,
,,,会员简称,成交量,比上一交易日增减,会员简称,持买单量,比上一交易日增减,会员简称,持卖单量,比上一交易日增减
20251009,IM2510,1,国泰君安(代客),17939,-172,国泰君安(代客),12166,-347,中信期货(代客),17164,88
20251009,IM2510,2,中信期货(代客),17699,-1282,中信期货(代客),10957,445,国泰君安(代客),10214,-84
20251009,IM2510,3,海通期货(代客),7212,-1150,一德期货(代客),3156,4,海通期货(代客),4076,11
20251009,IM2510,4,东证期货(代客),5176,233,东证期货(代客),2766,26,东证期货(代客),3088,-56
20251009,IM2510,5,华闻期货(代客),3078,375,华泰期货(代客),2441,-300,华泰期货(代客),2898,100
20251009,IM2510,6,国信期货(代客),2886,-323,海通期货(代客),2355,-205,国投期货(代客),2372,-352
20251009,IM2510,7,中泰期货(代客),2803,-337,光大期货(代客),2331,102,中银期货(代客),2279,-725
20251009,IM2510,8,广发期货(代客),2355,71,银河期货(代客),1959,99,银河期货(代客),2211,-141
20251009,IM2510,9,光大期货(代客),2330,109,国投期货(代客),1947,-218,中泰期货(代客),1683,78
20251009,IM2510,10,银河期货(代客),2234,-415,广发期货(代客),1881,-185,申银万国(代客),1572,66
20251009,IM2510,11,申银万国(代客),2070,95,宝城期货(代客),1835,-87,国信期货(代客),1568,-141
20251009,IM2510,12,华泰期货(代客),2064,151,申银万国(代客),1827,196,广发期货(代客),1393,-290
20251009,IM2510,13,招商期货(代客),1543,131,中泰期货(代客),1797,195,南华期货(代客),1382,49
20251009,IM2510,14,国投期货(代客),1534,265,大地期货(代客),1639,-25,永安期货(代客),1326,39
20251009,IM2510,15,中信建投(代客),1349,117,瑞银期货(代客),1493,-73,光大期货(代客),1264,92
20251009,IM2510,16,瑞达期货(代客),1255,-249,国信期货(代客),1236,-261,招商期货(代客),1250,33
20251009,IM2510,17,永安期货(代客),1235,-24,华闻期货(代客),1097,-77,华闻期货(代客),1061,-21
20251009,IM2510,18,东兴期货(代客),1171,-113,招商期货(代客),1062,-14,中信建投(代客),967,106
20251009,IM2510,19,东吴期货(代客),935,421,永安期货(代客),1010,70,东海期货(代客),933,118
20251009,IM2510,20,五矿期货(代客),934,33,中信建投(代客),937,79,东吴期货(代客),751,225
20251009,IM2511,1,中信期货(代客),3428,71,海通期货(代客),2258,136,中信期货(代客),4046,-39
20251009,IM2511,2,东证期货(代客),2778,838,国泰君安(代客),2234,224,东证期货(代客),2079,756
20251009,IM2511,3,海通期货(代客),2594,428,中信期货(代客),1924,-33,海通期货(代客),1573,378
20251009,IM2511,4,国泰君安(代客),1866,-106,国联期货(代客),885,374,国泰君安(代客),1045,216
20251009,IM2511,5,国信期货(代客),742,336,东证期货(代客),857,222,中银期货(代客),1001,435
20251009,IM2511,6,华泰期货(代客),566,167,方正中期(代客),702,29,华泰期货(代客),897,67
20251009,IM2511,7,广发期货(代客),524,308,瑞银期货(代客),479,6,国信期货(代客),547,161
20251009,IM2511,8,光大期货(代客),520,282,国信期货(代客),434,117,南华期货(代客),344,237
20251009,IM2511,9,华闻期货(代客),512,28,光大期货(代客),412,102,永安期货(代客),294,2
20251009,IM2511,10,中银期货(代客),439,-119,申银万国(代客),405,274,银河期货(代客),285,38
20251009,IM2511,11,国联期货(代客),393,-5,广发期货(代客),351,106,宝城期货(代客),268,40
20251009,IM2511,12,申银万国(代客),335,191,华泰期货(代客),285,133,招商期货(代客),259,64
20251009,IM2511,13,南华期货(代客),329,215,西南期货(代客),283,103,广发期货(代客),245,150
20251009,IM2511,14,五矿期货(代客),240,-27,中信建投(代客),282,35,摩根大通(代客),235,0
20251009,IM2511,15,大越期货(代客),214,213,一德期货(代客),271,1,光大期货(代客),219,108
20251009,IM2511,16,浙商期货(代客),175,141,银河期货(代客),251,44,海证期货(代客),186,28
20251009,IM2511,17,兴证期货(代客),166,125,正信期货(代客),241,1,国投期货(代客),172,1
20251009,IM2511,18,弘业期货(代客),144,144,中金财富(代客),222,22,中金财富(代客),172,39
20251009,IM2511,19,招商期货(代客),144,27,大越期货(代客),214,212,山金期货(代客),157,31
20251009,IM2511,20,银河期货(代客),138,-129,招商期货(代客),155,38,华闻期货(代客),155,-50
20251009,IM2512,1,中信期货(代客),43455,469,中信期货(代客),25985,25,中信期货(代客),37565,-408
20251009,IM2512,2,国泰君安(代客),38409,-1298,国泰君安(代客),22635,-505,国泰君安(代客),24060,402
20251009,IM2512,3,海通期货(代客),15017,-1015,东证期货(代客),7908,-43,华泰期货(代客),10136,-212
20251009,IM2512,4,东证期货(代客),11980,429,海通期货(代客),7345,-532,海通期货(代客),8144,-371
20251009,IM2512,5,中泰期货(代客),9301,-263,一德期货(代客),5920,65,广发期货(代客),7666,523
