交易日,合约,排名,成交量排名,,,持买单量排名,,,持卖单量排名,,
,,,会员简称,成交量,比上一交易日增减,会员简称,持买单量,比上一交易日增减,会员简称,持卖单量,比上一交易日增减
20260318,IC2603,1,中信期货(代客),29419,-2020,中信期货(代客),11134,-533,中信期货(代客),11069,-1390
20260318,IC2603,2,国泰君安(代客),21792,-893,国泰君安(代客),9948,-1534,国泰君安(代客),9144,-750
20260318,IC2603,3,海通期货(代客),7339,-2202,东证期货(代客),2385,-693,华泰期货(代客),4618,-1401
20260318,IC2603,4,东证期货(代客),6757,-501,海通期货(代客),2342,-1323,海通期货(代客),4321,-684
20260318,IC2603,5,中泰期货(代客),5190,-1357,银河期货(代客),2269,-266,东证期货(代客),2571,-696
20260318,IC2603,6,华泰期货(代客),4044,153,中泰期货(代客),2162,141,摩根大通(代客),2196,408
20260318,IC2603,7,国信期货(代客),4024,-499,华泰期货(代客),1954,-539,银河期货(代客),1999,-473
20260318,IC2603,8,华闻期货(代客),3376,-488,国信期货(代客),1377,-652,中泰期货(代客),1706,225
20260318,IC2603,9,广发期货(代客),2982,-103,光大期货(代客),1322,-23,国信期货(代客),1226,-236
20260318,IC2603,10,银河期货(代客),2769,-395,华闻期货(代客),1322,-124,华闻期货(代客),1174,-132
20260318,IC2603,11,申银万国(代客),2577,704,广发期货(代客),1308,-535,广发期货(代客),1029,-821
20260318,IC2603,12,平安期货(代客),1904,347,浙商期货(代客),1306,22,光大期货(代客),944,-106
20260318,IC2603,13,中信建投(代客),1880,262,永安期货(代客),1045,-320,永安期货(代客),852,-263
20260318,IC2603,14,瑞达期货(代客),1770,-784,中信建投(代客),997,-567,国投期货(代客),848,-331
20260318,IC2603,15,兴证期货(代客),1704,218,申银万国(代客),919,-173,中信建投(代客),736,-103
20260318,IC2603,16,招商期货(代客),1693,310,国投期货(代客),815,-200,国富期货(代客),702,38
20260318,IC2603,17,光大期货(代客),1383,-31,平安期货(代客),671,-267,中金期货(代客),554,-559
20260318,IC2603,18,国投期货(代客),1365,-464,兴证期货(代客),658,-201,申银万国(代客),542,-932
20260318,IC2603,19,宏源期货(代客),1299,171,招商期货(代客),581,-554,瑞达期货(代客),517,-142
20260318,IC2603,20,永安期货(代客),1251,26,瑞达期货(代客),548,-290,中银期货(代客),493,-564
20260318,IC2604,1,中信期货(代客),8335,2457,国泰君安(代客),6017,602,中信期货(代客),6067,1838
20260318,IC2604,2,国泰君安(代客),6477,732,中信期货(代客),5520,1255,国泰君安(代客),3892,791
20260318,IC2604,3,海通期货(代客),5572,1337,海通期货(代客),2344,1004,海通期货(代客),2959,870
20260318,IC2604,4,东证期货(代客),3781,201,摩根大通(代客),1959,391,中银期货(代客),1911,188
20260318,IC2604,5,华闻期货(代客),1376,815,东证期货(代客),1710,176,东证期货(代客),1683,321
20260318,IC2604,6,国信期货(代客),1340,323,浙商期货(代客),1432,75,银河期货(代客),1409,270
20260318,IC2604,7,广发期货(代客),1234,820,一德期货(代客),1219,15,中金期货(代客),1272,48
20260318,IC2604,8,银河期货(代客),1016,301,大地期货(代客),1114,7,华泰期货(代客),1215,233
20260318,IC2604,9,混沌天成(代客),996,363,国联期货(代客),1080,130,广发期货(代客),1115,333
20260318,IC2604,10,华泰期货(代客),916,80,中信建投(代客),1021,314,国信期货(代客),986,356
20260318,IC2604,11,永安期货(代客),794,491,国信期货(代客),886,380,山金期货(代客),943,117
20260318,IC2604,12,中泰期货(代客),778,50,银河期货(代客),863,20,兴证期货(代客),938,145
20260318,IC2604,13,光大期货(代客),752,-480,中泰期货(代客),799,301,申银万国(代客),864,114
20260318,IC2604,14,中信建投(代客),749,373,宝城期货(代客),718,-6,华闻期货(代客),813,469
20260318,IC2604,15,瑞达期货(代客),705,537,混沌天成(代客),702,-160,华西期货(代客),754,211
20260318,IC2604,16,招商期货(代客),635,169,华泰期货(代客),699,183,中金财富(代客),745,94
20260318,IC2604,17,申银万国(代客),593,242,广发期货(代客),672,391,永安期货(代客),691,123
20260318,IC2604,18,南华期货(代客),524,99,华闻期货(代客),668,305,招商期货(代客),663,132
20260318,IC2604,19,东兴期货(代客),502,158,光大期货(代客),617,116,国投期货(代客),627,101
20260318,IC2604,20,华西期货(代客),458,-9,申银万国(代客),610,255,海证期货(代客),617,135
20260318,IC2606,1,中信期货(代客),27399,2643,国泰君安(代客),21486,809,中信期货(代客),22625,208
20260318,IC2606,2,国泰君安(代客),19902,1035,中信期货(代客),16197,319,国泰君安(代客),18148,-31
20260318,IC2606,3,海通期货(代客),7875,685,银河期货(代客),9094,309,海通期货(代客),9349,-132
20260318,IC2606,4,东证期货(代客),6036,520,一德期货(代客),6677,31,瑞银期货(代客),7792,127
20260318,IC2606,5,国信期货(代客),4195,365,东证期货(代客),5310,665,华泰期货(代客),7603,729
20260318,IC2606,6,华闻期货(代客),3760,418,申银万国(代客),3965,96,银河期货(代客),5278,488
20260318,IC2606,7,华泰期货(代客),3070,365,海通期货(代客),3511,43,东证期货(代客),4791,555
20260318,IC2606,8,银河期货(代客),2937,-385,华泰期货(代客),3459,119,中银期货(代客),4564,295
20260318,IC2606,9,中泰期货(代客),2912,-193,宝城期货(代客),3127,80,广发期货(代客),4286,336
20260318,IC2606,10,瑞达期货(代客),2734,435,中泰期货(代客),2624,560,国投期货(代客),4255,174
20260318,IC2606,11,广发期货(代客),2500,472,南华期货(代客),2317,134,摩根大通(代客),3024,116
20260318,IC2606,12,招商期货(代客),2126,68,永安期货(代客),2189,224,申银万国(代客),2778,661
20260318,IC2606,13,永安期货(代客),1843,195,中信建投(代客),2115,258,永安期货(代客),2333,261
20260318,IC2606,14,申银万国(代客),1827,-126,国信期货(代客),2102,354,招商期货(代客),2292,-85
20260318,IC2606,15,光大期货(代客),1801,321,光大期货(代客),1867,167,中泰期货(代客),2202,400
20260318,IC2606,16,中信建投(代客),1371,451,浙商期货(代客),1777,-46,中信建投(代客),2116,163
20260318,IC2606,17,浙商期货(代客),1355,326,大地期货(代客),1766,-8,国信期货(代客),1981,313
20260318,IC2606,18,兴证期货(代客),1341,535,招商期货(代客),1728,11,中金财富(代客),1823,-6
20260318,IC2606,19,东方财富(代客),1318,44,广发期货(代客),1671,64,中金期货(代客),1794,96
20260318,IC2606,20,国投期货(代客),1310,-390,国联期货(代客),1572,163,兴业期货(代客),1514,14
20260318,IC2609,1,中信期货(代客),6575,-1769,中信期货(代客),10791,-896,海通期货(代客),10179,26
20260318,IC2609,2,国泰君安(代客),4816,-1634,国泰君安(代客),6080,313,国泰君安(代客),7892,215
20260318,IC2609,3,海通期货(代客),4265,195,一德期货(代客),3717,-4,华泰期货(代客),6987,-7
20260318,IC2609,4,东证期货(代客),2574,-30,海通期货(代客),3124,409,中信期货(代客),5621,-657
20260318,IC2609,5,华闻期货(代客),1048,-379,宝城期货(代客),2545,5,瑞银期货(代客),2978,0
20260318,IC2609,6,中泰期货(代客),1003,-226,华泰期货(代客),2361,51,广发期货(代客),2797,-68
20260318,IC2609,7,华泰期货(代客),870,-471,浙商期货(代客),2019,10,中信建投(代客),2378,6
20260318,IC2609,8,瑞达期货(代客),605,-217,东证期货(代客),1914,41,东证期货(代客),2015,203
20260318,IC2609,9,国信期货(代客),580,-405,广发期货(代客),1786,35,摩根大通(代客),1760,19
20260318,IC2609,10,融达期货(代客),525,-216,申银万国(代客),1469,30,银河期货(代客),1591,14
20260318,IC2609,11,招商期货(代客),501,-28,银河期货(代客),1463,61,招商期货(代客),1551,37
20260318,IC2609,12,广发期货(代客),481,-174,大地期货(代客),1340,-36,兴业期货(代客),1538,55
20260318,IC2609,13,中银期货(代客),471,-429,金瑞期货(代客),1336,21,方正中期(代客),1411,20
20260318,IC2609,14,银河期货(代客),469,-205,中金期货(代客),1314,0,国投期货(代客),1179,-38
20260318,IC2609,15,南华期货(代客),404,-104,国联期货(代客),1307,8,中泰期货(代客),1171,96
20260318,IC2609,16,申银万国(代客),366,97,永安期货(代客),1187,5,国信期货(代客),1024,-30
20260318,IC2609,17,永安期货(代客),343,-30,国投期货(代客),1138,28,申银万国(代客),986,190
20260318,IC2609,18,兴证期货(代客),339,175,长江期货(代客),1084,30,永安期货(代客),946,-78
20260318,IC2609,19,东方财富(代客),285,-25,招商期货(代客),810,-6,光大期货(代客),785,49
20260318,IC2609,20,光大期货(代客),277,23,东方财富(代客),737,16,中金财富(代客),763,20
