block,mkt,code,name,last_date,close,pct_chg,chg5,chg10,chg20,trend,ma5,ma10,ma20,ma60,vs_ma20,vs_ma60,ma20_slope,dif,dea,macd_bar,macd_cross5,dif_above0,rsi6,rsi14,kdj_k,kdj_d,kdj_j,boll_pos,vol_ratio,vol5_vs20,turnover,hi20,lo20,hi60,lo60,from_hi60,range_pos60,limitups_20,pv_diverge,stale,ex_gaps_recent,error
光通信,BJ,920045,蘅东光,20260922,533.38,-3.59,-7.9,-3.0,10.8,震荡,559.92,559.51,528.6,413.37,0.9,29.0,7.5,39.588,43.582,-7.988,死叉(2日前),True,42.9,55.5,48.4,59.9,25.4,53.0,0.88,0.91,5.7,619.97,444.01,638.0,209.43,-16.4,76.0,0,False,False,,
光通信,BJ,920171,志晟信息,20260922,16.26,-0.85,5.1,-3.3,2.2,震荡,15.9,15.85,16.54,19.28,-1.7,-15.7,-0.2,-0.589,-0.702,0.225,金叉(3日前),False,54.9,44.3,47.0,30.9,79.1,42.0,0.6,0.54,2.26,18.8,15.18,29.99,15.18,-45.8,7.0,0,False,False,20220627:-33.7%,
光通信,BJ,920682,球冠电缆,20260922,5.84,-0.85,0.0,-3.6,1.7,震荡,5.82,5.93,5.93,5.88,-1.6,-0.6,0.5,0.004,0.033,-0.058,,True,44.5,48.1,28.0,28.9,26.3,34.0,0.54,0.61,0.65,6.28,5.67,7.0,5.38,-16.6,28.0,0,True,False,20260722:-53.3%,
光通信,BJ,920879,基康技术,20260922,12.38,-0.08,3.1,-7.5,-1.7,震荡,12.27,12.34,12.81,12.9,-3.3,-4.0,-0.5,-0.208,-0.146,-0.124,,False,45.9,43.7,31.0,24.9,43.4,30.0,0.9,0.8,0.72,14.16,11.86,14.62,11.86,-15.3,19.0,0,False,False,20260722:-46.9%,
CPO概念,SZ,000021,深科技,20260922,37.01,-0.56,9.1,5.8,0.5,震荡,36.58,35.71,35.91,40.88,3.1,-9.5,-0.5,-0.68,-1.123,0.885,金叉(5日前),False,60.9,50.6,72.9,58.9,101.0,73.0,1.13,1.3,5.02,38.47,33.4,66.2,31.82,-44.1,15.0,0,False,False,20100610:-34.2%;20060615:-17.9%;19990510:-24.6%,
CPO概念,SZ,000062,深圳华强,20260922,23.47,-1.22,5.2,-0.8,6.0,多头,23.17,22.98,23.43,24.32,0.2,-3.5,1.1,-0.157,-0.221,0.128,金叉(2日前),False,56.4,50.8,56.4,43.7,81.9,51.0,0.92,0.85,2.35,25.0,21.96,34.2,20.54,-31.4,21.0,1,False,False,20190510:-31.5%;19990601:-21.1%;19981117:-15.2%,
CPO概念,SZ,000070,特发信息,20260922,18.63,-1.84,11.5,12.9,15.9,强多头,18.1,17.4,16.68,15.59,11.7,19.5,5.0,0.783,0.545,0.474,,True,70.5,64.8,77.5,74.8,82.9,100.0,1.51,1.38,15.63,19.66,15.26,21.0,11.57,-11.3,75.0,0,False,False,20190516:-16.9%;20170607:-50.0%;20060110:-16.7%,
CPO概念,SZ,000636,风华高科,20260922,57.75,-2.53,0.4,15.9,12.5,多头,58.09,56.34,54.04,54.91,6.9,5.2,2.2,0.944,0.172,1.546,,True,57.8,54.9,74.3,71.3,80.4,75.0,1.01,1.11,10.79,61.75,47.97,76.8,37.69,-24.8,51.0,1,False,False,20060406:-26.2%;20000912:-33.2%;19990909:-33.2%,
CPO概念,SZ,000725,京东方Ａ,20260922,6.0,-1.15,13.9,7.9,4.5,震荡,5.84,5.61,5.7,6.16,5.3,-2.6,-0.2,-0.032,-0.106,0.147,金叉(4日前),False,70.7,56.6,74.4,57.6,107.8,81.0,1.32,1.55,4.2,6.18,5.21,9.5,5.21,-36.8,18.0,0,False,False,20110620:-16.7%;20090610:14.9%;20051130:-27.4%,
CPO概念,SZ,000733,振华科技,20260922,41.33,-0.65,1.0,2.7,4.4,多头,41.14,40.91,40.85,42.27,1.2,-2.2,1.1,-0.07,-0.256,0.372,,False,57.7,52.0,64.9,61.2,72.2,77.0,0.99,1.12,1.85,42.3,39.63,62.3,37.05,-33.7,17.0,0,False,False,20060717:-21.2%;19980622:-36.9%,
CPO概念,SZ,000818,航锦科技,20260922,12.25,-0.97,6.4,-0.1,2.1,震荡,11.93,11.89,12.13,12.86,1.0,-4.7,-0.0,-0.211,-0.263,0.103,金叉(2日前),False,61.3,50.1,61.6,43.1,98.7,59.0,1.28,1.15,2.54,12.66,11.33,16.95,11.33,-27.7,16.0,0,False,False,20110311:-25.1%;20060313:-32.7%,
CPO概念,SZ,000823,超声电子,20260922,25.22,0.08,5.5,52.6,69.7,强多头,24.63,22.59,19.0,16.76,32.7,50.5,15.0,2.582,1.806,1.553,,True,78.7,75.7,88.5,88.5,88.7,88.0,1.85,1.62,34.23,26.46,14.34,28.22,11.6,-10.6,82.0,4,False,False,20060320:-21.8%;19980923:-36.1%,
CPO概念,SZ,000938,紫光股份,20260922,33.77,-0.21,2.7,-0.4,-3.8,震荡,33.67,33.34,34.93,36.18,-3.3,-6.7,-1.2,-0.847,-0.781,-0.133,,False,47.4,45.0,56.6,40.3,89.4,35.0,0.82,0.89,4.09,39.55,31.9,45.8,28.7,-26.3,30.0,0,False,False,20200825:-28.4%;20190527:-28.8%;20180705:-28.4%,
CPO概念,SZ,000988,华工科技,20260922,107.09,-2.21,6.9,6.5,1.7,震荡,107.23,105.48,103.45,114.37,3.5,-6.4,0.7,-0.481,-1.786,2.61,,False,56.8,51.6,70.7,64.7,82.8,75.0,1.07,1.09,5.17,111.44,94.61,187.66,90.23,-42.9,17.0,0,False,False,20120713:-50.6%;20090929:-19.7%;20051122:-29.1%,
CPO概念,SZ,001267,汇绿生态,20260922,38.19,-2.58,9.1,1.8,0.1,震荡,37.75,36.77,37.33,37.82,2.3,1.0,0.0,-0.208,-0.485,0.556,金叉(3日前),False,58.3,52.0,69.7,56.8,95.7,65.0,1.03,1.06,4.99,42.4,33.78,53.85,27.11,-29.1,41.0,1,False,False,,
CPO概念,SZ,001309,德明利,20260922,411.57,-0.83,6.6,-1.3,3.7,多头,407.52,404.21,408.81,487.37,0.7,-15.6,0.4,-8.957,-13.446,8.98,,False,55.9,48.3,56.7,44.9,80.1,55.0,1.02,0.95,7.23,448.25,381.0,976.0,334.0,-57.8,12.0,1,False,False,20250710:-28.7%;20240426:-22.8%;20230713:-28.3%,
CPO概念,SZ,001389,广合科技,20260922,198.65,6.84,16.2,17.4,31.5,多头,178.8,175.93,167.36,167.99,18.7,18.3,4.1,5.642,2.687,5.909,,True,85.5,70.7,75.6,71.6,83.6,119.0,3.6,1.62,17.99,204.52,148.28,236.59,131.4,-16.0,64.0,2,False,False,,
CPO概念,SZ,002023,海特高新,20260922,10.06,0.4,6.6,3.3,0.3,震荡,9.72,9.66,9.8,10.12,2.7,-0.6,-0.8,-0.103,-0.147,0.087,金叉(2日前),False,70.7,54.7,47.0,32.0,77.1,78.0,2.39,1.36,3.72,10.42,9.4,13.67,8.12,-26.4,35.0,0,False,False,20150508:-49.2%;20100511:-28.0%;20080416:-37.5%,
CPO概念,SZ,002025,航天电器,20260922,73.2,-1.39,6.4,11.6,20.7,多头,73.03,68.98,66.91,68.41,9.4,7.0,4.5,2.091,0.975,2.232,,True,71.7,62.3,79.0,76.4,84.0,89.0,0.92,1.19,2.64,78.0,60.27,95.88,54.97,-23.7,45.0,0,False,False,20150625:-23.8%;20080528:-50.2%;20060407:-33.7%,
CPO概念,SZ,002036,联创电子,20260922,6.37,0.63,3.6,-5.9,-6.5,震荡,6.35,6.35,6.65,6.84,-4.2,-6.9,-1.0,-0.178,-0.161,-0.035,,False,44.5,42.4,38.7,29.9,56.3,30.0,0.82,1.02,2.61,7.43,6.06,8.15,5.9,-21.8,21.0,0,False,False,20200529:-22.9%;20190628:-22.9%;20090508:-35.8%,
CPO概念,SZ,002049,紫光国微,20260922,61.86,0.8,4.5,0.7,0.7,震荡,60.93,60.4,61.49,67.15,0.6,-7.9,-0.4,-1.252,-1.613,0.722,金叉(5日前),False,62.9,47.4,64.8,47.7,99.1,57.0,1.33,1.07,1.7,63.93,58.5,91.79,58.5,-32.6,10.0,0,False,False,20220824:-26.8%;20140616:-49.7%;20081103:-35.0%,
CPO概念,SZ,002055,ST得润,20260922,6.99,0.43,4.8,10.6,13.1,强多头,6.76,6.65,6.44,6.04,8.6,15.6,3.3,0.246,0.201,0.088,,True,78.3,70.4,73.8,71.6,78.1,103.0,2.14,1.3,4.68,7.3,6.04,7.3,4.79,-4.2,88.0,0,False,False,20120507:-50.2%;20100526:-23.4%;20090630:-23.1%,
CPO概念,SZ,002138,顺络电子,20260922,54.35,1.84,10.1,13.0,14.4,多头,52.26,50.33,48.86,49.41,11.2,10.0,2.1,1.098,0.334,1.528,,True,76.6,62.6,83.5,78.3,93.9,104.0,1.28,1.11,4.79,55.86,44.06,79.72,36.71,-31.8,41.0,1,False,False,20150408:-50.2%;20120511:-33.7%;20100826:-33.9%,
CPO概念,SZ,002156,通富微电,20260922,63.52,3.82,10.8,8.9,4.3,震荡,60.72,59.24,60.03,64.25,5.8,-1.1,-0.8,-0.648,-1.289,1.283,金叉(4日前),False,73.9,56.2,68.3,54.8,95.1,87.0,2.05,1.31,9.36,66.07,56.22,84.7,51.23,-25.0,37.0,0,False,False,20160531:-24.4%;20110429:-37.6%;20090522:-24.1%,
CPO概念,SZ,002179,中航光电,20260922,35.18,-1.26,1.4,3.4,5.4,震荡,35.19,34.95,34.75,35.57,1.2,-1.1,1.0,0.059,-0.087,0.294,,True,55.3,52.4,57.7,52.4,68.3,69.0,0.87,1.0,0.8,36.25,33.25,46.57,31.88,-24.5,22.0,0,False,False,20230516:-23.7%;20220613:-27.4%;20190517:-22.4%,
CPO概念,SZ,002184,海得控制,20260922,9.98,-0.6,4.9,-0.1,-1.8,震荡,9.8,9.75,9.93,9.74,0.5,2.5,-0.3,-0.031,-0.03,-0.001,,False,62.3,53.5,57.7,40.8,91.5,55.0,1.33,1.13,1.85,10.33,9.45,10.95,8.52,-8.9,60.0,0,False,False,20210616:-32.6%;20080619:-51.6%,
CPO概念,SZ,002185,华天科技,20260922,18.28,-1.46,11.7,14.5,8.6,多头,17.62,16.92,16.66,18.14,9.7,0.8,0.7,0.081,-0.243,0.647,,True,71.6,59.6,81.3,73.4,97.0,101.0,1.86,1.67,12.19,18.95,15.45,26.81,14.7,-31.8,30.0,1,False,False,20190711:-14.1%;20170620:-50.2%;20160617:-23.0%,
CPO概念,SZ,002194,武汉凡谷,20260922,10.97,-1.88,1.5,-1.0,8.5,震荡,11.01,11.01,10.61,9.72,3.4,12.9,2.5,0.295,0.282,0.026,,True,53.0,55.9,40.7,48.8,24.6,69.0,0.69,1.0,6.22,11.95,9.8,11.95,7.8,-8.2,76.0,1,False,False,20200601:-14.8%;20090430:-24.9%;20080428:-52.0%,
CPO概念,SZ,002222,福晶科技,20260922,71.15,1.99,12.1,7.0,11.6,强多头,69.58,67.42,67.25,65.59,5.8,8.5,2.4,1.113,0.615,0.996,金叉(5日前),True,73.6,60.0,79.5,68.5,101.6,97.0,1.61,1.38,7.28,72.68,62.28,92.16,47.3,-22.8,53.0,0,False,False,20160520:-34.9%;20110504:-35.2%,
CPO概念,SZ,002273,水晶光电,20260922,25.85,0.94,8.1,2.5,1.9,震荡,25.24,24.98,25.44,27.64,1.6,-6.5,-1.1,-0.517,-0.697,0.36,金叉(3日前),False,63.8,50.1,63.4,48.2,93.7,64.0,1.21,1.04,2.63,27.28,23.8,42.18,23.8,-38.7,11.0,0,False,False,20190724:-23.0%;20180523:-23.0%;20160516:-33.6%,
CPO概念,SZ,002281,光迅科技,20260922,190.37,-1.75,13.1,5.8,13.8,多头,191.19,183.57,179.66,188.07,6.0,1.2,2.6,2.073,-0.399,4.943,,True,60.3,55.0,72.1,64.9,86.7,82.0,0.95,1.28,3.81,199.48,163.0,264.88,152.33,-28.1,34.0,2,False,False,20170414:-67.5%,
CPO概念,SZ,002384,东山精密,20260922,198.12,1.59,8.4,6.3,3.8,震荡,194.96,192.7,191.12,204.94,3.7,-3.3,-0.1,-1.138,-2.782,3.289,,False,63.5,52.9,61.6,58.4,68.0,78.0,1.33,1.08,5.72,208.5,176.75,280.08,161.8,-29.3,31.0,0,False,False,20180828:-33.0%;20140617:-49.4%;20120606:-49.8%,
CPO概念,SZ,002396,星网锐捷,20260922,37.72,-0.05,6.9,1.0,22.3,多头,38.28,36.79,37.02,31.68,1.9,19.1,5.1,1.529,1.693,-0.329,,True,54.9,57.1,68.4,61.9,81.3,57.0,0.87,1.05,11.82,41.95,29.53,41.95,19.51,-10.1,81.0,4,False,False,20260525:-23.5%;20150529:-33.7%;20110628:-50.3%,
CPO概念,SZ,002429,兆驰股份,20260922,8.25,-0.36,4.7,3.6,3.9,多头,8.18,8.06,8.08,8.44,2.1,-2.3,0.2,-0.039,-0.092,0.106,,False,61.8,52.4,75.8,66.0,95.4,73.0,1.01,1.01,1.11,8.62,7.68,11.7,7.05,-29.5,26.0,0,False,False,20170609:-60.2%;20140611:-33.0%;20130621:-35.0%,
CPO概念,SZ,002436,兴森科技,20260922,44.23,-0.23,8.2,10.2,32.8,强多头,43.09,41.48,38.48,36.68,14.9,20.6,6.3,2.271,1.603,1.337,,True,75.3,66.5,77.6,80.9,70.8,91.0,1.33,1.05,11.58,48.76,32.31,53.24,26.0,-16.9,67.0,1,False,False,20161028:-66.5%;20150520:-49.9%;20110513:-50.7%,
CPO概念,SZ,002456,欧菲光,20260922,6.96,-1.14,1.0,-6.6,-2.8,震荡,6.99,7.02,7.31,7.6,-4.8,-8.4,0.1,-0.141,-0.118,-0.047,,False,33.0,40.3,29.3,23.6,40.7,23.0,0.85,0.75,1.99,8.07,6.8,10.1,6.61,-31.1,10.0,0,False,False,20170612:-60.5%;20140422:-50.8%;20130416:-50.3%,
CPO概念,SZ,002475,立讯精密,20260922,54.84,0.73,6.2,-0.4,-0.0,震荡,53.68,53.85,55.12,57.59,-0.5,-4.8,-0.2,-0.93,-1.037,0.214,金叉(1日前),False,56.5,48.8,55.1,40.5,84.3,46.0,0.9,0.89,1.14,58.44,51.0,70.77,51.0,-22.5,19.0,0,False,False,20200617:-22.3%;20190705:-22.5%;20180717:-22.8%,
CPO概念,SZ,002515,金字火腿,20260922,7.75,-2.52,8.7,-2.5,-7.2,震荡,7.66,7.55,7.76,7.87,-0.1,-1.5,-1.5,-0.053,-0.062,0.018,金叉(1日前),False,54.4,50.6,59.6,46.9,85.2,50.0,0.6,0.66,5.07,8.88,6.94,10.75,6.3,-27.9,33.0,2,False,False,20170522:-37.5%;20160727:-35.5%;20150522:-48.7%,
CPO概念,SZ,002579,中京电子,20260922,18.88,-2.98,1.5,10.7,35.6,多头,19.67,18.64,16.6,15.17,13.8,24.4,8.7,1.399,1.086,0.627,,True,57.8,62.7,66.7,75.0,50.0,74.0,1.01,1.37,19.51,21.6,13.32,22.49,9.98,-16.1,71.0,3,False,False,20210615:-15.7%;20150626:-37.9%;20130517:-35.3%,
CPO概念,SZ,002600,领益智造,20260922,12.65,0.88,0.3,1.8,3.9,震荡,12.55,12.69,12.64,13.04,0.1,-3.0,0.7,-0.036,-0.045,0.019,,False,51.1,49.4,31.2,34.6,24.4,51.0,0.78,0.75,1.15,13.67,12.14,18.54,11.02,-31.8,22.0,0,False,False,20170809:-45.5%;20150410:-50.2%,
CPO概念,SZ,002635,安洁科技,20260922,15.26,0.66,3.8,2.9,-2.4,震荡,15.01,14.83,15.13,15.51,0.9,-1.6,-0.7,-0.101,-0.132,0.062,金叉(2日前),False,65.2,52.1,70.7,57.9,96.3,58.0,0.97,0.79,3.23,16.22,13.93,24.74,12.05,-38.3,25.0,0,False,False,20170519:-33.7%;20150424:-50.0%;20130520:-34.0%,
CPO概念,SZ,002741,光华科技,20260922,26.78,1.48,7.2,12.1,7.2,多头,25.86,24.97,24.69,25.6,8.5,4.6,0.4,0.212,-0.121,0.667,,True,76.7,60.4,80.9,68.0,106.6,102.0,1.75,1.49,9.97,26.98,22.5,36.96,19.81,-27.5,41.0,0,False,False,20151102:-68.5%,
CPO概念,SZ,002787,华源控股,20260922,26.73,0.98,15.8,10.3,25.4,强多头,25.97,24.81,23.77,23.33,12.4,14.6,5.2,0.99,0.636,0.706,,True,78.3,65.6,81.0,75.0,93.1,97.0,1.15,1.29,8.66,27.93,20.62,34.99,17.33,-23.6,53.0,2,False,False,20170925:-52.0%,
CPO概念,SZ,002792,通宇通讯,20260922,34.97,1.24,18.7,10.5,12.3,强多头,32.55,31.32,30.92,30.67,13.1,14.0,1.1,0.405,-0.088,0.986,金叉(4日前),True,83.3,64.3,70.4,54.0,103.2,121.0,2.28,1.46,19.37,36.16,28.88,40.52,21.44,-13.7,71.0,1,False,False,20240618:-24.0%;20190618:-33.4%;20160607:-34.5%,
CPO概念,SZ,002796,世嘉科技,20260922,31.3,-1.36,13.6,5.7,6.1,多头,31.38,29.86,29.76,30.04,5.2,4.2,1.5,0.255,-0.114,0.737,金叉(4日前),True,60.7,55.4,72.1,60.0,96.1,80.0,1.1,1.54,5.42,32.68,27.23,41.8,23.03,-25.1,44.0,1,False,False,20200528:-32.6%;20190401:-33.7%,
CPO概念,SZ,002815,崇达技术,20260922,25.39,6.32,17.2,48.7,88.9,强多头,23.96,21.9,18.39,15.21,38.1,67.0,16.9,2.779,2.034,1.49,,True,93.6,87.3,88.7,89.7,86.8,94.0,1.08,1.25,11.88,26.26,13.03,26.26,10.7,-3.3,94.0,2,False,False,20180504:-51.0%,
CPO概念,SZ,002897,意华股份,20260922,69.32,-1.7,-7.6,7.8,20.1,多头,70.24,68.87,63.93,64.11,8.4,8.1,5.5,2.851,1.999,1.704,,True,56.6,58.2,63.5,70.6,49.3,73.0,0.85,1.14,7.12,76.36,54.6,91.0,49.38,-23.8,48.0,1,False,False,20180606:-36.1%,
CPO概念,SZ,002902,铭普光磁,20260922,29.18,-3.38,-0.1,8.4,19.3,震荡,29.91,29.45,27.8,25.44,5.0,14.7,5.2,1.301,1.123,0.355,,True,50.8,56.3,66.6,73.7,52.6,67.0,1.12,1.51,16.27,32.08,23.71,32.08,18.49,-9.0,79.0,2,False,False,20190612:-31.3%,
CPO概念,SZ,002906,华阳集团,20260922,27.97,0.68,3.4,-0.8,2.0,多头,27.65,27.33,27.52,25.89,1.6,8.0,0.8,0.338,0.384,-0.093,,True,61.3,57.1,63.7,51.7,87.6,65.0,0.69,0.69,1.13,29.58,26.06,29.86,22.5,-6.3,74.0,0,False,False,,
CPO概念,SZ,002938,鹏鼎控股,20260922,89.25,-1.38,0.5,-0.2,2.1,震荡,90.03,90.42,89.22,91.67,0.0,-2.6,0.6,-0.332,-0.573,0.483,,False,46.0,48.3,33.2,41.7,16.3,50.0,0.86,0.99,0.81,97.0,82.48,112.62,76.05,-20.8,36.0,0,False,False,,
CPO概念,SZ,002957,科瑞技术,20260922,45.43,5.95,17.2,9.9,10.8,强多头,43.05,41.29,40.77,40.38,11.4,12.5,1.3,0.698,0.164,1.067,金叉(5日前),True,77.2,62.0,85.3,72.0,111.9,112.0,2.69,1.49,11.42,45.51,36.9,55.69,29.49,-18.4,61.0,2,False,False,,
CPO概念,SZ,002967,广电计量,20260922,17.07,-0.76,0.6,-2.1,-0.5,空头,17.09,17.08,17.25,17.34,-1.1,-1.6,-0.2,-0.092,-0.079,-0.025,,False,44.6,45.9,49.2,40.4,67.0,31.0,0.87,0.8,0.5,18.06,16.61,19.55,15.83,-12.7,33.0,0,False,False,20200427:-37.5%,
CPO概念,SZ,002980,华盛昌,20260922,113.1,-4.52,-4.1,-12.9,19.7,震荡,119.1,123.13,114.36,98.08,-1.1,15.3,5.3,6.421,7.536,-2.232,死叉(2日前),True,40.9,51.3,28.3,45.1,-5.3,47.0,1.24,1.14,14.72,137.37,91.28,137.37,62.06,-17.7,68.0,5,False,False,20250609:-29.7%,
CPO概念,SZ,002993,奥海科技,20260922,36.05,-0.74,1.8,-3.0,-4.8,空头,36.15,36.13,37.02,41.58,-2.6,-13.3,-1.0,-1.043,-1.206,0.327,,False,43.6,42.1,44.1,36.5,59.1,27.0,1.02,0.89,2.08,39.49,34.65,75.66,33.02,-52.4,7.0,0,False,False,20210429:-23.5%,
CPO概念,SZ,003028,振邦智能,20260922,23.85,0.34,6.3,1.7,3.8,多头,23.38,23.11,23.13,22.41,3.1,6.4,1.1,0.215,0.163,0.105,金叉(2日前),True,67.6,59.4,51.3,40.7,72.6,98.0,1.0,1.18,1.74,24.66,22.2,25.0,19.76,-4.6,78.0,0,False,False,20250529:-23.8%,
CPO概念,SZ,003031,中瓷电子,20260922,133.66,-2.4,6.8,12.6,4.4,多头,136.25,128.81,125.76,124.39,6.3,7.5,0.7,2.835,1.23,3.209,金叉(5日前),True,60.1,56.3,73.4,70.5,79.1,78.0,1.05,1.26,2.49,143.42,112.4,181.2,89.09,-26.2,48.0,1,False,False,20240611:-29.3%;20220610:-29.0%;20210610:-29.0%,
CPO概念,SZ,300077,国民技术,20260922,22.7,0.84,14.2,14.4,12.3,多头,21.56,20.58,20.51,20.8,10.7,9.1,2.5,0.438,0.122,0.632,金叉(4日前),True,81.9,67.4,78.9,64.0,108.7,108.0,1.51,1.44,9.69,23.3,18.83,33.51,15.7,-32.3,39.0,0,False,False,20160401:-50.3%;20110517:-61.6%,
CPO概念,SZ,300101,振芯科技,20260922,14.19,0.92,3.2,-2.1,-0.5,震荡,13.99,14.02,14.23,14.62,-0.3,-3.0,-0.1,-0.168,-0.174,0.013,金叉(1日前),False,57.1,48.0,41.4,30.9,62.6,46.0,1.35,0.97,1.37,14.89,13.64,17.15,13.26,-17.3,24.0,0,False,False,20150925:-50.5%;20120426:-49.9%;20110418:-50.6%,
CPO概念,SZ,300102,乾照光电,20260922,16.96,-1.34,1.2,-4.4,-5.6,空头,17.13,17.1,17.49,18.49,-3.0,-8.3,-1.0,-0.385,-0.399,0.028,金叉(3日前),False,40.6,42.2,34.2,30.8,41.0,20.0,1.21,1.02,2.24,18.4,16.71,26.5,14.6,-36.0,20.0,0,False,False,20150601:-49.2%;20110506:-60.2%,
CPO概念,SZ,300131,英唐智控,20260922,15.58,-0.83,-0.2,1.7,-4.3,空头,15.88,15.85,16.05,16.18,-2.9,-3.7,-0.9,-0.119,-0.087,-0.065,,False,42.2,46.3,44.2,44.6,43.2,25.0,0.91,0.94,5.44,17.65,14.9,21.0,11.91,-25.8,40.0,0,False,False,20160315:-51.3%;20150330:-45.3%;20130621:-50.4%,
CPO概念,SZ,300252,金信诺,20260922,12.72,-1.85,0.4,2.7,9.2,震荡,12.79,12.8,12.44,12.23,2.3,4.0,2.8,0.223,0.184,0.076,,True,51.3,53.5,49.7,53.0,43.1,65.0,0.8,0.9,5.94,13.57,11.36,17.65,9.76,-27.9,38.0,0,False,False,20180620:-23.5%;20150515:-60.5%;20130716:-33.1%,
CPO概念,SZ,300285,国瓷材料,20260922,66.2,-1.75,-0.6,9.7,4.7,震荡,67.02,65.1,64.87,67.67,2.1,-2.2,1.0,-0.005,-0.584,1.159,,False,53.6,51.0,69.8,66.7,75.8,61.0,0.96,1.02,8.74,71.87,58.41,108.47,47.77,-39.0,30.0,0,False,False,20190403:-33.4%;20170606:-49.3%;20150612:-47.6%,
CPO概念,SZ,300287,飞利信,20260922,3.7,1.65,3.6,-1.9,4.2,多头,3.59,3.61,3.65,3.72,1.5,-0.5,0.6,-0.024,-0.027,0.006,金叉(1日前),False,63.1,52.9,49.9,36.5,76.6,68.0,1.74,1.0,3.64,3.83,3.48,4.43,3.26,-16.5,38.0,0,False,False,20150923:-55.0%;20150508:-50.4%;20140613:-50.6%,
CPO概念,SZ,300303,聚飞光电,20260922,6.98,0.14,3.6,1.0,0.1,震荡,6.93,6.87,6.94,7.34,0.6,-4.9,-0.1,-0.088,-0.125,0.074,,False,59.9,48.8,68.6,58.7,88.6,59.0,1.33,1.06,3.18,7.32,6.56,10.96,6.35,-36.3,14.0,0,False,False,20170517:-44.7%;20150424:-56.7%;20140523:-23.8%,
CPO概念,SZ,300308,中际旭创,20260922,927.72,-1.41,7.4,2.8,9.7,多头,919.79,906.1,879.89,967.1,5.4,-4.1,0.8,-1.909,-13.948,24.078,,False,59.8,52.9,68.5,67.6,70.2,82.0,0.92,0.95,2.12,974.99,804.02,1315.57,793.03,-29.5,26.0,0,False,False,20240606:-26.1%;20190604:-27.7%;20141008:-44.2%,
CPO概念,SZ,300310,宜通世纪,20260922,4.44,2.07,4.2,-1.3,-0.4,多头,4.33,4.34,4.41,4.3,0.7,3.3,0.1,-0.016,-0.01,-0.012,,False,66.2,54.0,50.9,34.6,83.5,58.0,1.45,1.0,3.13,4.7,4.19,4.71,3.81,-5.7,70.0,0,False,False,20170426:-44.5%;20160526:-37.1%;20120926:-50.6%,
CPO概念,SZ,300319,麦捷科技,20260922,21.27,-1.12,-5.0,7.6,19.6,多头,21.52,21.25,20.36,19.02,4.5,11.8,4.7,0.848,0.772,0.151,,True,54.5,57.1,62.9,68.3,52.0,68.0,0.8,1.0,11.72,22.88,17.25,31.89,12.72,-33.3,45.0,0,False,False,20170619:-66.5%;20150105:-56.0%,
CPO概念,SZ,300323,华灿光电,20260922,11.84,-1.58,12.4,4.6,4.2,震荡,11.53,11.11,11.28,12.47,4.9,-5.0,-1.0,-0.154,-0.315,0.323,金叉(4日前),False,67.0,53.6,71.0,56.0,100.8,78.0,0.98,1.09,6.26,12.33,10.15,22.7,9.95,-47.8,15.0,0,True,False,20150827:-40.0%;20140728:-40.0%;20130704:-34.3%,
CPO概念,SZ,300351,永贵电器,20260922,14.17,-1.39,3.2,-2.1,-0.4,震荡,14.22,14.18,14.33,14.13,-1.1,0.3,0.9,-0.024,-0.012,-0.024,,False,46.5,48.4,51.1,43.4,66.5,36.0,0.87,0.76,2.19,15.52,13.56,17.98,10.9,-21.2,46.0,0,False,False,20150409:-54.6%;20140527:-34.1%;20130524:-25.5%,
CPO概念,SZ,300394,天孚通信,20260922,275.84,-1.22,7.2,6.7,7.3,多头,277.28,268.97,263.09,245.56,4.8,12.3,1.0,7.118,5.661,2.914,金叉(4日前),True,59.2,57.2,68.9,67.4,72.0,81.0,0.74,1.02,2.63,292.07,237.8,304.0,155.55,-9.3,81.0,0,False,False,20260612:-26.5%;20250609:-26.4%;20240530:-29.3%,
CPO概念,SZ,300408,三环集团,20260922,129.48,-0.28,2.6,12.4,18.7,多头,129.63,126.0,118.75,119.65,9.0,8.2,4.2,3.526,1.785,3.483,,True,70.4,61.5,73.3,78.1,63.8,83.0,0.99,1.0,2.51,139.5,106.1,177.77,86.03,-27.2,47.0,0,False,False,20160418:-51.2%;20150522:-48.0%,
CPO概念,SZ,300447,全信股份,20260922,14.31,-0.62,3.5,0.0,5.5,强多头,14.26,14.24,14.21,13.71,0.7,4.4,1.5,0.117,0.125,-0.016,,True,54.6,54.2,58.5,52.0,71.5,61.0,0.89,0.96,1.66,14.64,13.42,15.34,11.67,-6.7,72.0,0,False,False,20170519:-40.8%;20160616:-50.6%,
CPO概念,SZ,300456,赛微电子,20260922,38.42,2.05,13.3,2.2,23.8,多头,36.74,35.97,37.05,34.32,3.7,11.9,3.9,0.699,0.71,-0.022,,True,69.1,60.1,62.0,46.1,93.8,64.0,1.31,0.94,9.63,41.8,30.38,46.3,26.22,-17.0,61.0,1,False,False,20190704:-47.2%;20180607:-33.3%;20160606:-45.4%,
CPO概念,SZ,300460,ST惠伦,20260922,8.96,1.7,6.9,1.6,5.9,多头,8.74,8.68,8.71,8.86,2.9,1.2,0.9,0.023,-0.001,0.05,金叉(2日前),True,66.2,56.4,70.5,55.7,99.9,91.0,1.19,0.97,1.2,9.01,8.31,11.3,7.64,-20.7,36.0,0,False,False,20200618:-28.6%,
