block,mkt,code,name,last_date,close,pct_chg,chg5,chg10,chg20,trend,ma5,ma10,ma20,ma60,vs_ma20,vs_ma60,ma20_slope,dif,dea,macd_bar,macd_cross5,dif_above0,rsi6,rsi14,kdj_k,kdj_d,kdj_j,boll_pos,vol_ratio,vol5_vs20,turnover,hi20,lo20,hi60,lo60,from_hi60,range_pos60,limitups_20,pv_diverge,stale,ex_gaps_recent,error
光通信,SZ,300698,万马科技,20260922,28.73,2.21,13.2,8.1,8.8,多头,27.14,26.55,26.68,25.71,7.7,11.8,1.9,0.364,0.162,0.404,金叉(2日前),True,83.0,68.3,72.1,51.3,113.6,115.0,1.47,1.09,3.38,28.9,25.11,28.9,21.72,-0.6,98.0,0,True,False,,
光通信,SZ,300710,万隆光电,20260922,31.28,0.58,7.2,-0.8,2.6,震荡,30.44,30.21,30.62,28.95,2.2,8.0,0.0,0.245,0.274,-0.057,,True,68.8,57.9,61.6,45.6,93.5,74.0,0.6,0.62,2.72,32.8,28.77,36.33,23.03,-13.9,62.0,0,False,False,20220704:-30.1%,
光通信,SZ,300726,宏达电子,20260922,58.72,-2.99,5.3,16.6,14.1,多头,58.69,56.17,54.14,55.96,8.5,4.9,3.1,1.232,0.272,1.92,,True,62.9,58.3,81.0,77.7,87.7,86.0,1.3,1.32,7.92,61.83,48.3,93.19,42.02,-37.0,33.0,0,False,False,,
光通信,SZ,300747,锐科激光,20260922,40.5,-0.81,0.8,1.3,13.4,震荡,40.95,40.68,39.39,37.37,2.8,8.4,3.5,1.083,1.009,0.148,,True,52.6,56.0,68.7,71.6,62.7,66.0,0.78,0.92,3.46,42.22,34.58,53.98,29.23,-25.0,46.0,0,False,False,20220715:-23.3%;20210813:-33.6%;20200812:-33.1%,
光通信,SZ,300757,罗博特科,20260922,605.88,-2.4,0.8,-5.9,23.1,震荡,613.64,619.28,598.02,514.9,1.3,17.7,5.2,26.275,29.919,-7.287,死叉(4日前),True,46.7,56.7,33.1,44.9,9.4,56.0,0.85,0.78,3.17,660.0,507.0,660.0,353.49,-8.2,82.0,0,False,False,20240613:-29.3%,
光通信,SZ,300812,易天股份,20260922,20.34,2.47,8.2,5.0,5.8,多头,19.87,19.43,19.37,19.92,5.0,2.1,1.0,0.061,-0.095,0.313,,True,76.3,58.7,82.5,71.8,103.8,111.0,1.72,1.37,5.05,20.55,18.28,30.48,15.38,-33.3,33.0,0,False,False,20260604:-29.1%;20210531:-46.1%,
光通信,SZ,300843,胜蓝股份,20260922,136.5,-4.66,3.0,8.5,0.9,多头,141.14,135.1,132.49,128.33,3.0,6.4,0.8,3.605,2.642,1.926,金叉(5日前),True,50.6,54.1,72.1,70.8,74.6,65.0,1.19,1.04,4.58,147.88,121.0,172.0,82.8,-20.6,60.0,0,False,False,,
光通信,SZ,300909,汇创达,20260922,65.28,0.03,10.3,10.9,18.9,强多头,61.87,60.31,58.69,52.38,11.2,24.6,3.3,2.683,2.283,0.799,金叉(2日前),True,87.3,72.9,76.6,72.8,84.2,112.0,1.3,1.32,3.97,67.33,53.51,67.33,36.57,-3.0,93.0,0,False,False,20220621:-34.0%,
光通信,SZ,300913,兆龙互连,20260922,41.89,-3.46,-6.9,17.0,17.0,震荡,42.89,42.91,39.36,37.08,6.4,13.0,5.1,1.859,1.48,0.759,,True,50.6,56.5,55.5,64.0,38.4,67.0,1.14,1.23,7.38,47.47,34.55,47.86,30.3,-12.5,66.0,0,False,False,20230621:-29.1%;20220616:-33.1%,
光通信,SZ,301041,金百泽,20260922,37.45,3.45,14.4,23.5,40.4,强多头,35.87,34.01,31.46,27.03,19.1,38.6,9.0,2.612,2.074,1.076,,True,79.7,75.1,91.1,88.2,97.0,99.0,1.67,1.7,16.33,37.75,26.01,37.75,18.02,-0.8,98.0,0,False,False,,
光通信,SZ,301172,君逸数码,20260922,18.82,0.59,8.1,3.5,11.3,强多头,18.65,18.28,18.02,17.83,4.5,5.5,2.1,0.218,0.116,0.202,金叉(5日前),True,64.8,57.4,68.7,59.0,88.0,84.0,0.73,0.84,2.84,19.33,16.36,21.54,13.81,-12.6,65.0,0,False,False,20260805:-23.6%;20250617:-28.1%,
光通信,SZ,301182,凯旺科技,20260922,73.47,-0.46,15.1,4.2,4.3,多头,70.83,68.97,69.76,71.38,5.3,2.9,1.3,0.344,-0.223,1.134,金叉(3日前),True,68.0,56.5,59.2,48.5,80.6,85.0,1.06,1.07,4.65,78.51,62.19,110.88,45.06,-33.7,43.0,0,False,False,,
光通信,SZ,301183,东田微,20260922,306.23,0.89,15.7,29.9,31.2,强多头,302.48,275.08,251.38,213.63,21.8,43.3,8.0,24.596,18.326,12.54,,True,85.3,75.4,91.1,87.4,98.7,93.0,1.0,1.26,7.8,313.4,209.89,313.4,133.0,-2.3,96.0,0,False,False,,
光通信,SZ,301196,唯科科技,20260922,90.54,-2.75,12.8,6.4,-2.4,多头,90.08,86.19,87.67,88.2,3.3,2.6,0.6,0.476,-0.377,1.707,金叉(3日前),True,59.2,53.4,71.8,60.2,95.2,64.0,0.71,0.93,4.31,102.18,77.27,129.8,59.05,-30.2,45.0,0,False,False,20260624:-23.3%,
光通信,SZ,301202,朗威股份,20260922,39.76,0.76,12.8,10.9,8.0,强多头,37.69,36.65,36.53,34.77,8.9,14.3,0.2,0.733,0.444,0.579,金叉(2日前),True,79.2,64.6,78.6,63.5,108.9,117.0,1.18,1.09,2.33,40.47,34.03,40.59,27.83,-2.0,93.0,0,True,False,,
光通信,SZ,301205,联特科技,20260922,327.5,2.02,20.4,6.0,7.8,多头,313.35,300.41,302.77,277.33,8.2,18.1,1.6,7.128,4.907,4.441,金叉(2日前),True,69.8,59.9,74.8,57.9,108.8,86.0,0.91,1.01,7.57,340.88,269.03,359.61,153.0,-8.9,84.0,0,False,False,20230630:-46.4%,
光通信,SZ,301289,国缆检测,20260922,44.37,0.52,3.7,-0.3,0.4,多头,43.74,43.56,44.36,43.67,0.0,1.6,0.3,-0.109,-0.102,-0.014,,False,61.7,53.0,60.2,41.0,98.6,50.0,0.44,0.48,0.57,51.32,42.48,51.32,38.68,-13.5,45.0,0,False,False,20230531:-23.9%,
光通信,SZ,301349,信德新材,20260922,47.78,-3.88,8.5,12.4,11.5,多头,46.85,44.77,43.95,45.09,8.7,6.0,2.0,0.804,0.093,1.422,,True,64.2,59.4,81.8,73.8,97.9,98.0,1.44,1.34,6.39,49.86,40.08,74.04,33.22,-35.5,36.0,0,False,False,20260513:-28.7%;20230531:-34.2%,
光通信,SZ,301486,致尚科技,20260922,218.87,-0.19,22.5,15.9,27.5,强多头,216.55,201.29,189.61,172.88,15.4,26.6,6.5,11.95,8.451,6.997,,True,73.7,65.0,84.9,77.6,99.5,92.0,0.84,1.26,8.4,223.69,160.22,223.69,115.5,-2.2,96.0,1,False,False,,
光通信,SZ,301516,中远通,20260922,19.73,-1.1,10.7,1.4,-15.9,强多头,19.66,19.04,18.52,18.07,6.5,9.2,-5.2,0.294,0.198,0.194,金叉(3日前),True,61.5,55.5,70.6,57.0,97.6,77.0,0.6,0.83,13.18,24.36,16.55,26.27,14.12,-24.9,46.0,1,False,False,,
光通信,SZ,301517,陕西华达,20260922,38.61,1.47,5.5,1.1,1.7,震荡,37.83,37.56,37.92,40.02,1.8,-3.5,-0.1,-0.499,-0.696,0.393,金叉(5日前),False,64.9,51.3,53.5,44.7,71.2,78.0,2.98,1.38,6.85,40.13,36.27,53.9,33.05,-28.4,27.0,0,False,False,20250618:-28.7%,
光通信,SZ,301566,达利凯普,20260922,26.96,-3.78,3.3,9.7,8.7,强多头,26.87,26.15,25.56,25.44,5.5,6.0,1.8,0.407,0.122,0.569,,True,57.6,55.1,71.5,72.5,69.6,82.0,1.63,1.33,16.4,29.29,23.42,38.98,17.6,-30.8,44.0,0,False,False,,
光通信,SZ,301689,电科思仪,,,,,,,数据不足,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient(9)
光通信,SH,600103,青山纸业,20260922,3.77,-1.82,12.5,-6.9,19.7,多头,3.72,3.69,3.76,3.16,0.3,19.2,5.6,0.128,0.154,-0.052,,True,54.4,55.3,58.6,47.7,80.5,51.0,0.49,0.69,8.36,4.2,3.17,4.2,2.4,-10.2,76.0,5,False,False,20190603:-22.7%;20070118:-16.6%;20061227:-23.5%,
光通信,SH,600105,永鼎股份,20260922,45.41,-2.8,10.5,16.1,18.0,多头,45.79,43.53,41.35,41.15,9.8,10.4,4.5,1.557,0.807,1.5,,True,64.9,60.3,81.0,79.3,84.5,86.0,0.96,1.24,8.73,47.62,36.72,67.5,29.11,-32.7,42.0,1,False,False,20180521:-23.8%;20160607:-49.4%;20100625:-29.1%,
光通信,SH,600141,兴发集团,20260922,29.17,-0.78,0.6,-8.6,-1.2,空头,29.29,29.61,30.29,31.56,-3.7,-7.6,-1.0,-0.589,-0.505,-0.167,,False,37.5,42.0,23.2,25.0,19.7,20.0,0.73,0.64,1.58,32.2,28.54,49.37,27.28,-40.9,9.0,0,False,False,20180614:-17.7%;20100702:-14.1%;20090505:-16.6%,
光通信,SH,600184,光电股份,20260922,20.42,-3.13,-7.7,12.9,16.3,震荡,21.33,20.61,19.33,19.12,5.6,6.8,5.3,0.79,0.527,0.526,,True,49.4,55.5,69.5,74.6,59.2,67.0,1.13,1.53,5.99,22.63,17.19,33.55,14.6,-39.1,31.0,1,False,False,20150423:-48.5%;20070531:-33.2%,
光通信,SH,600198,大唐电信,20260922,7.72,0.52,0.5,0.5,-1.9,震荡,7.64,7.79,7.79,7.63,-0.9,1.1,0.1,0.01,0.038,-0.055,死叉(5日前),True,49.9,50.2,32.3,33.8,29.2,41.0,0.64,0.74,1.29,8.28,7.4,9.93,6.47,-22.3,36.0,0,False,False,20001018:-21.2%,
光通信,SH,600206,有研新材,20260922,49.95,-2.67,6.4,6.6,-2.3,震荡,51.01,48.8,48.92,48.64,2.1,2.7,-1.8,0.351,0.069,0.562,金叉(4日前),True,53.2,52.1,66.5,62.1,75.2,61.0,1.05,1.23,9.69,55.55,43.4,69.0,32.28,-27.6,48.0,1,False,False,20140512:-48.4%;20080730:-31.6%,
光通信,SH,600330,天通股份,20260922,29.71,1.02,2.3,-1.2,8.4,多头,29.8,29.34,28.63,24.7,3.8,20.3,2.5,1.166,1.246,-0.159,死叉(3日前),True,55.5,56.4,70.5,69.0,73.4,71.0,0.97,0.99,8.29,31.0,25.7,31.07,15.68,-4.4,91.0,3,False,False,20180625:-16.2%;20080613:-17.9%;20050617:-37.9%,
光通信,SH,600345,长江通信,20260922,54.41,-0.53,2.5,3.8,13.4,强多头,54.36,54.1,52.07,50.09,4.5,8.6,3.7,1.587,1.359,0.456,,True,64.0,60.2,63.6,68.2,54.5,74.0,1.01,0.97,6.28,56.33,46.17,65.59,38.73,-17.0,58.0,2,False,False,20060810:-37.9%;20020613:-16.2%,
光通信,SH,600372,中航机载,20260922,11.57,0.78,0.0,-1.8,6.3,多头,11.45,11.62,11.46,11.28,1.0,2.6,1.3,0.082,0.096,-0.028,死叉(3日前),True,55.3,54.9,31.5,38.6,17.5,61.0,0.94,0.79,0.59,12.06,10.84,12.06,10.68,-4.1,64.0,0,False,False,20130813:-21.8%;20120419:-35.9%;20100920:164.4%,
光通信,SH,600487,亨通光电,20260922,73.0,1.74,16.9,15.7,13.0,强多头,69.63,66.95,66.53,64.8,9.7,12.7,3.1,1.652,0.781,1.742,金叉(4日前),True,77.0,62.7,72.6,63.0,91.9,103.0,1.18,1.13,8.72,76.35,61.22,109.55,45.6,-33.4,43.0,1,False,False,20180629:-27.9%;20150924:-65.7%;20140526:-33.7%,
光通信,SH,600497,驰宏锌锗,20260922,9.79,1.35,2.9,-2.5,-1.4,震荡,9.63,9.76,10.0,9.88,-2.1,-1.0,-0.8,-0.111,-0.065,-0.094,,False,51.6,48.1,25.1,21.8,31.6,35.0,0.91,0.74,2.12,10.86,9.38,12.93,8.23,-24.3,33.0,0,False,False,20160919:-49.7%;20110617:-22.7%;20091209:-17.4%,
光通信,SH,600498,烽火通信,20260922,43.51,-1.45,8.0,8.1,7.0,多头,43.47,42.02,41.17,42.53,5.7,2.3,2.6,0.63,0.075,1.111,,True,65.8,57.0,77.8,73.5,86.4,84.0,0.86,1.16,6.43,45.24,37.42,73.96,31.36,-41.2,29.0,0,False,False,20130522:-49.4%;20060307:-40.5%,
光通信,SH,600500,中化国际,20260922,5.77,-1.7,5.3,-0.7,9.3,震荡,5.87,5.78,5.68,5.57,1.7,3.5,2.6,0.101,0.085,0.033,,True,50.9,53.3,60.0,61.0,58.0,63.0,0.9,1.05,2.86,6.1,5.15,8.6,4.34,-32.9,34.0,1,False,False,20190708:-24.7%;20050509:-35.0%;20040426:-33.3%,
光通信,SH,600516,方大炭素,20260922,5.49,-0.72,5.8,4.4,8.5,强多头,5.47,5.35,5.28,5.24,4.1,4.7,2.0,0.071,0.032,0.078,,True,65.7,61.6,62.5,59.9,67.7,88.0,1.1,1.7,1.39,5.76,5.05,6.48,4.92,-15.3,37.0,0,False,False,20200604:-28.2%;20190628:-32.4%;20130319:-18.5%,
光通信,SH,600522,中天科技,20260922,36.88,-0.19,6.8,13.4,8.8,多头,36.28,35.17,34.45,35.78,7.1,3.1,2.5,0.487,-0.003,0.98,,True,71.3,58.7,81.2,78.3,86.8,92.0,1.34,1.3,8.38,38.48,31.5,60.13,27.02,-38.7,30.0,0,False,False,20160630:-59.8%;20120510:-44.4%;20060619:-23.9%,
光通信,SH,600596,新安股份,20260922,11.8,-1.91,-5.7,-2.3,13.8,震荡,12.01,12.26,11.67,11.36,1.1,3.8,3.3,0.272,0.271,0.004,,True,43.9,51.6,32.2,49.7,-3.0,55.0,0.82,0.91,4.58,13.18,10.24,16.44,9.53,-28.2,33.0,1,False,False,20220427:-30.9%;20100430:-55.1%;20060411:-12.9%,
光通信,SH,600674,川投能源,20260922,15.93,0.13,-0.9,1.5,2.5,多头,15.91,15.95,15.81,15.51,0.7,2.7,0.7,0.121,0.129,-0.016,死叉(3日前),True,54.4,55.4,54.9,58.2,48.3,66.0,0.83,1.18,0.42,16.25,15.33,16.49,14.07,-3.4,77.0,0,False,False,20150626:-52.1%;20120522:-44.4%;20080508:-23.1%,
光通信,SH,600703,三安光电,20260922,12.87,-0.85,3.5,0.1,-2.6,空头,12.89,12.74,12.93,13.75,-0.4,-6.4,-1.0,-0.197,-0.248,0.102,金叉(4日前),False,50.5,47.0,65.5,52.8,90.8,46.0,0.95,0.91,2.07,13.89,12.14,21.6,10.84,-40.4,19.0,1,False,False,20160715:-37.9%;20140704:-33.5%;20110523:-54.4%,
光通信,SH,600869,远东股份,20260922,22.03,-3.97,0.5,-2.8,36.0,多头,21.91,23.02,21.31,19.17,3.4,14.9,7.1,1.152,1.253,-0.201,死叉(3日前),True,49.5,54.9,28.2,39.6,5.4,58.0,0.84,0.89,10.72,26.68,16.23,35.43,12.62,-37.8,41.0,2,False,False,20151016:-48.3%;20120702:-52.6%;19960430:-19.6%,
光通信,SH,601868,中国能建,20260922,2.43,-0.82,0.4,-2.4,-3.6,空头,2.44,2.45,2.47,2.54,-1.8,-4.2,-0.7,-0.029,-0.028,-0.002,,False,38.2,38.6,27.5,26.0,30.5,16.0,0.76,0.98,0.46,2.54,2.4,2.72,2.4,-10.7,9.0,0,False,False,,
光通信,SH,601869,长飞光纤,20260922,456.6,-0.52,-1.2,9.5,15.7,震荡,459.72,457.2,431.26,388.69,5.9,17.5,5.6,23.058,21.625,2.865,,True,58.7,60.4,66.4,73.9,51.5,72.0,1.05,0.91,3.66,483.8,374.5,542.87,255.55,-15.9,70.0,1,False,False,,
光通信,SH,603042,华脉科技,20260922,17.7,-6.99,13.5,4.3,27.2,多头,17.78,17.27,15.94,13.6,11.0,30.2,6.9,1.136,0.978,0.316,,True,56.8,59.9,72.7,69.7,78.5,77.0,2.41,1.8,30.88,19.03,13.64,19.03,9.58,-7.0,86.0,5,False,False,20260623:-23.8%,
光通信,SH,603083,剑桥科技,20260922,219.0,-1.93,1.2,-1.5,26.2,震荡,222.59,222.61,208.19,186.01,5.2,17.7,6.0,11.881,11.599,0.565,,True,52.2,57.8,53.4,61.8,36.6,66.0,0.83,0.92,7.57,237.87,175.5,257.5,125.7,-15.0,71.0,2,False,False,20200813:-22.3%;20190822:-22.9%;20180823:-30.7%,
光通信,SH,603118,共进股份,20260922,18.2,-2.41,12.1,0.9,12.0,多头,17.83,17.24,17.49,15.88,4.1,14.6,1.4,0.384,0.333,0.102,金叉(2日前),True,60.3,56.2,73.6,60.6,99.5,72.0,0.85,0.97,10.19,18.93,15.45,20.58,11.61,-11.6,73.0,3,True,False,20170606:-55.0%,
光通信,SH,603155,新亚强,20260922,15.29,-0.52,9.2,9.9,14.1,多头,15.22,14.38,14.09,14.46,8.5,5.8,2.8,0.325,0.12,0.41,,True,69.8,61.3,74.1,67.1,88.1,93.0,1.24,1.98,3.12,15.98,12.85,20.33,11.53,-24.8,43.0,1,False,False,20260716:-34.4%;20240618:-29.0%;20220526:-32.8%,
光通信,SH,603181,皇马科技,20260922,12.71,-0.7,4.8,-1.9,0.3,震荡,12.5,12.47,12.71,13.11,-0.0,-3.0,-0.3,-0.148,-0.17,0.045,金叉(2日前),False,59.0,49.6,48.4,34.6,76.1,50.0,0.91,0.99,0.63,13.26,11.97,17.02,11.68,-25.3,19.0,0,False,False,20210915:-30.6%;20200921:-29.9%;20190530:-29.6%,
光通信,SH,603220,中贝通信,20260922,18.76,0.54,7.8,1.2,1.2,多头,18.34,18.2,18.39,18.86,2.0,-0.5,0.1,-0.188,-0.274,0.172,金叉(3日前),False,64.4,52.4,65.6,48.7,99.3,75.0,0.96,0.94,3.0,19.22,17.23,22.21,16.4,-15.5,41.0,0,False,False,20240724:-25.8%,
光通信,SH,603260,合盛硅业,20260922,32.78,0.18,3.0,-2.6,-1.3,震荡,32.56,32.58,33.24,35.51,-1.4,-7.7,-1.4,-0.727,-0.8,0.147,金叉(2日前),False,50.7,44.2,46.6,36.9,65.9,38.0,0.87,0.93,0.52,35.33,31.3,50.88,31.3,-35.6,8.0,0,False,False,20190711:-29.7%,
光通信,SH,603386,骏亚科技,20260922,18.95,5.16,1.6,29.8,36.9,强多头,18.21,17.32,15.75,14.33,20.3,32.3,7.8,1.246,0.916,0.658,,True,78.3,74.0,84.8,83.5,87.4,93.0,1.34,1.62,6.91,19.22,13.48,20.88,10.05,-9.2,82.0,1,False,False,20220707:-31.1%,
光通信,SH,603618,杭电股份,20260922,38.79,-4.65,-5.5,-3.3,33.7,震荡,39.66,40.24,38.21,32.88,1.5,18.0,8.3,2.296,2.469,-0.346,死叉(1日前),True,46.5,55.4,46.9,55.0,30.8,55.0,0.77,0.81,12.54,44.0,31.0,51.99,21.12,-25.4,57.0,3,False,False,20160406:-65.4%,
光通信,SH,603688,石英股份,20260922,49.31,-2.84,2.3,5.2,5.6,震荡,49.47,48.47,48.43,51.09,1.8,-3.5,1.0,-0.107,-0.571,0.929,,False,55.1,51.4,71.5,65.9,82.8,62.0,1.1,1.07,3.3,54.25,44.5,84.74,40.22,-41.8,20.0,1,False,False,20240522:-38.8%;20170524:-32.8%,
光通信,SH,603690,至纯科技,20260922,24.03,-0.7,1.8,1.0,-6.5,空头,24.16,23.79,24.13,25.78,-0.4,-6.8,-1.5,-0.34,-0.439,0.2,金叉(4日前),False,50.1,47.3,69.0,59.7,87.6,46.0,1.01,1.02,4.67,26.22,22.41,38.21,19.46,-37.1,24.0,0,False,False,20230605:-16.4%,
光通信,SH,603703,盛洋科技,20260922,10.59,-2.67,9.2,3.4,5.3,多头,10.43,10.24,10.27,9.65,3.1,9.8,1.9,0.171,0.148,0.047,金叉(2日前),True,59.1,57.0,57.0,48.3,74.5,82.0,1.66,1.41,4.89,11.25,9.6,11.59,7.31,-8.6,77.0,0,False,False,20230619:-28.0%;20160523:-60.2%,
光通信,SH,603920,世运电路,20260922,46.15,-0.62,8.7,17.0,24.2,强多头,44.49,43.03,40.47,38.44,14.0,20.0,4.3,1.891,1.181,1.421,,True,81.6,70.1,86.2,82.8,93.0,97.0,1.16,1.32,4.85,47.0,35.71,48.83,30.6,-5.5,85.0,0,False,False,20210617:-25.9%,
光通信,SH,603938,三孚股份,20260922,49.25,-2.18,-7.4,10.8,18.4,震荡,50.53,49.75,46.41,46.11,6.1,6.8,4.5,1.854,1.351,1.005,,True,52.5,55.9,61.2,68.4,46.9,68.0,0.96,1.15,6.54,55.06,39.12,74.47,33.79,-33.9,38.0,3,False,False,20230511:-28.8%;20220512:-28.6%;20210423:-23.3%,
光通信,SH,605366,宏柏新材,20260922,8.62,0.47,6.6,7.2,11.1,多头,8.54,8.33,8.18,8.46,5.4,1.8,2.0,0.079,-0.004,0.165,,True,67.1,57.9,69.3,63.4,81.1,95.0,1.8,1.36,4.81,8.97,7.62,13.83,6.39,-37.7,30.0,0,False,False,20230601:-30.8%;20220721:-23.5%,
光通信,SH,688025,杰普特,20260922,440.11,-1.54,11.7,12.0,6.0,多头,441.8,419.15,404.94,376.67,8.7,16.8,2.2,16.437,12.147,8.581,金叉(5日前),True,65.2,60.4,78.7,75.0,86.1,86.0,0.7,1.16,2.4,458.98,357.04,473.38,247.0,-7.0,85.0,0,False,False,,
光通信,SH,688048,长光华芯,20260922,351.89,-2.85,16.2,11.5,21.5,多头,343.28,322.23,306.2,323.58,14.9,8.7,3.9,11.042,3.312,15.461,,True,70.2,61.7,81.4,75.0,94.2,96.0,1.01,1.19,5.62,368.88,268.0,509.11,206.0,-30.9,48.0,0,False,False,20230607:-23.4%,
光通信,SH,688143,长盈通,20260922,197.02,-3.93,3.7,17.3,16.7,强多头,196.6,190.81,180.24,142.35,9.3,38.4,6.8,15.025,14.397,1.256,,True,60.2,61.6,75.8,75.3,76.9,81.0,0.89,0.85,10.8,215.0,157.01,215.0,78.34,-8.4,87.0,0,False,False,20230629:-25.7%,
光通信,SH,688167,炬光科技,20260922,295.74,-1.26,7.2,-2.1,11.8,震荡,302.12,297.75,294.07,260.11,0.6,13.7,2.5,9.862,11.232,-2.74,,True,48.8,53.4,57.2,56.8,58.1,53.0,0.55,0.77,3.84,322.24,250.59,356.89,155.5,-17.1,70.0,0,False,False,20260610:-33.6%,
光通信,SH,688195,腾景科技,20260922,194.76,2.45,8.9,-3.8,17.3,多头,191.94,192.06,191.21,160.49,1.9,21.4,3.1,7.014,8.661,-3.294,,True,55.0,56.1,41.7,38.8,47.5,59.0,1.04,0.85,7.17,215.5,161.0,215.5,98.68,-9.6,82.0,0,False,False,20260529:-29.0%,
光通信,SH,688205,德科立,20260922,224.21,-7.78,7.8,5.8,46.6,强多头,224.06,221.38,201.88,166.74,11.1,34.5,9.0,17.328,16.028,2.6,,True,56.3,60.8,64.7,67.1,59.8,73.0,1.26,0.87,11.38,244.0,147.01,244.0,105.01,-8.1,86.0,0,False,False,20250529:-21.3%,
光通信,SH,688260,昀冢科技,20260922,117.0,-5.36,-0.1,26.3,15.8,多头,120.2,113.2,105.34,101.13,11.1,15.7,3.8,4.903,2.671,4.466,,True,57.4,57.6,74.7,74.0,76.0,75.0,1.47,1.31,8.2,133.97,88.5,143.99,53.01,-18.7,70.0,0,False,False,,
光通信,SH,688313,仕佳光子,20260922,164.8,-3.91,12.2,9.7,8.6,多头,165.61,156.61,154.03,140.4,7.0,17.4,1.6,5.862,4.409,2.907,金叉(4日前),True,61.4,59.0,73.6,68.4,84.1,83.0,1.22,1.23,4.84,177.69,140.5,183.97,81.68,-10.4,81.0,0,False,False,,
光通信,SH,688400,凌云光,20260922,46.94,0.02,5.5,-0.6,1.7,多头,46.73,46.01,46.14,48.25,1.7,-2.7,0.1,-0.258,-0.537,0.558,金叉(5日前),False,58.2,51.2,64.1,54.9,82.5,66.0,0.82,0.84,1.74,49.4,42.44,73.98,38.54,-36.6,24.0,0,False,False,,
光通信,SH,688418,震有科技,20260922,31.98,-0.65,3.5,-1.3,-0.8,空头,32.16,31.75,32.01,35.9,-0.1,-10.9,-0.3,-0.747,-1.0,0.507,,False,49.5,45.5,61.3,55.0,73.8,49.0,0.85,1.03,1.16,33.68,29.86,55.86,27.35,-42.7,16.0,0,False,False,,
光通信,SH,688450,光格科技,20260922,33.29,1.43,6.5,1.8,-1.0,震荡,32.5,32.16,32.79,36.44,1.5,-8.7,-0.5,-0.533,-0.741,0.417,金叉(5日前),False,64.1,50.8,67.5,52.3,98.1,64.0,1.08,0.88,2.78,35.58,30.21,70.8,24.19,-53.0,20.0,0,False,False,,
光通信,SH,688485,九州一轨,20260922,120.5,5.16,15.6,24.2,40.7,强多头,112.41,105.47,98.8,72.82,22.0,65.5,7.7,10.403,9.268,2.271,金叉(4日前),True,88.1,76.7,90.5,83.7,104.0,106.0,1.15,1.1,5.76,121.56,81.17,121.56,39.89,-0.9,99.0,0,False,False,,
光通信,SH,688498,源杰科技,20260922,1753.1,-4.65,4.0,2.2,12.9,多头,1792.45,1747.81,1653.72,1549.27,6.0,13.2,3.8,78.366,66.591,23.551,,True,54.4,59.0,65.5,73.5,49.6,71.0,1.06,1.02,2.67,1888.0,1440.03,1919.0,995.01,-8.6,82.0,0,False,False,20260518:-32.8%;20230609:-28.8%,
光通信,SH,688596,正帆科技,20260922,65.18,-1.15,4.9,2.6,-7.7,震荡,65.86,63.24,64.97,63.57,0.3,2.5,-0.8,0.213,0.098,0.229,金叉(2日前),True,53.1,51.5,68.5,61.6,82.2,51.0,0.62,0.9,3.96,74.68,55.2,88.66,39.0,-26.5,53.0,0,False,False,,
光通信,SH,688609,九联科技,20260922,9.7,0.73,6.2,5.8,8.7,多头,9.67,9.34,9.23,9.3,5.1,4.2,2.1,0.096,0.009,0.175,,True,67.2,58.7,62.4,58.0,71.3,90.0,1.02,1.6,3.41,10.2,8.66,11.29,7.79,-14.1,55.0,0,False,False,,
光通信,SH,688628,优利德,20260922,95.37,8.78,28.9,15.3,16.8,强多头,83.16,80.27,79.99,75.85,19.2,25.7,0.5,2.484,1.351,2.266,金叉(2日前),True,83.9,69.2,77.4,63.6,105.0,132.0,2.52,1.42,10.61,97.36,61.5,102.88,53.28,-7.3,85.0,0,False,False,,
光通信,SH,688635,长进光子,20260922,284.52,-1.5,5.0,-1.6,-10.2,震荡,286.43,279.85,282.82,298.56,0.6,-4.7,-3.0,-4.729,-6.904,4.35,金叉(4日前),False,51.4,48.3,63.8,55.1,81.3,54.0,1.05,1.08,11.47,318.57,254.0,453.02,199.11,-37.2,34.0,0,False,False,,
光通信,SH,688668,鼎通科技,20260922,254.0,-4.57,2.7,-4.1,2.4,震荡,262.65,257.49,258.4,261.59,-1.7,-2.9,1.5,0.933,0.327,1.212,金叉(4日前),True,43.5,48.3,59.9,57.5,64.7,36.0,1.14,0.97,3.54,276.62,235.1,381.62,171.21,-33.4,39.0,0,False,False,20240527:-28.0%,
光通信,SH,688808,联讯仪器,20260922,2316.0,-0.99,0.4,-12.7,4.8,震荡,2363.4,2390.36,2415.22,2179.55,-4.1,6.3,1.0,37.04,65.976,-57.872,,True,39.8,48.5,22.5,27.6,12.2,27.0,0.84,1.06,3.96,2733.0,2123.0,2733.0,1461.1,-15.3,67.0,0,False,False,,
光通信,BJ,920008,成电光信,20260922,22.25,-2.46,-2.8,4.9,16.6,多头,22.19,22.75,21.7,20.15,2.5,10.4,3.8,0.677,0.717,-0.081,死叉(1日前),True,49.8,54.5,29.6,36.9,15.1,59.0,0.62,0.94,3.94,25.82,18.73,25.82,16.83,-13.8,60.0,0,False,False,,
